iter	Passed	Remaining
0	5	5474
1	9	4957
2	14	4699
3	21	5284
4	25	5167
5	32	5443
6	38	5463
7	46	5711
8	49	5463
9	57	5666
10	61	5524
11	65	5418
12	72	5536
13	79	5599
14	86	5700
15	91	5634
16	99	5757
17	106	5798
18	110	5685
19	115	5673
20	118	5519
21	122	5467
22	130	5533
23	135	5511
24	141	5518
25	145	5458
26	149	5398
27	158	5518
28	163	5487
29	168	5441
30	175	5475
31	181	5487
32	201	5900
33	209	5941
34	214	5919
35	220	5898
36	235	6129
37	249	6316
38	266	6578
39	274	6593
40	282	6604
41	292	6663
42	298	6635
43	306	6663
44	313	6652
45	317	6581
46	322	6531
47	329	6537
48	334	6487
49	340	6473
50	346	6439
51	353	6443
52	360	6435
53	367	6433
54	376	6473
55	386	6517
56	399	6602
57	408	6628
58	414	6603
59	417	6544
60	423	6518
61	427	6470
62	432	6436
63	437	6399
64	444	6394
65	448	6347
66	454	6331
67	459	6297
68	465	6279
69	470	6255
70	475	6224
71	479	6181
72	485	6168
73	491	6144
74	499	6161
75	503	6123
76	511	6132
77	514	6083
78	522	6085
79	527	6063
80	530	6021
81	538	6024
82	545	6028
83	557	6080
84	565	6090
85	572	6089
86	583	6125
87	588	6102
88	594	6082
89	598	6052
90	604	6040
91	609	6016
92	617	6018
93	621	5994
94	625	5960
95	631	5949
96	637	5932
97	645	5937
98	650	5917
99	653	5879
100	664	5912
101	675	5947
102	682	5943
103	690	5947
104	696	5935
105	701	5914
106	707	5907
107	716	5915
108	723	5915
109	727	5885
110	733	5871
111	737	5846
112	742	5826
113	748	5814
114	756	5818
115	764	5829
116	772	5832
117	776	5807
118	782	5791
119	789	5791
120	801	5822
121	807	5808
122	819	5839
123	823	5815
124	827	5795
125	833	5782
126	839	5774
127	846	5763
128	852	5753
129	914	6119
130	951	6311
131	961	6321
132	971	6333
133	978	6325
134	997	6391
135	1010	6421
136	1017	6411
137	1022	6388
138	1026	6357
139	1030	6330
140	1037	6320
141	1043	6306
142	1046	6272
143	1052	6258
144	1058	6240
145	1065	6233
146	1073	6231
147	1079	6213
148	1084	6195
149	1089	6175
150	1096	6166
151	1102	6151
152	1107	6131
153	1112	6112
154	1119	6102
155	1125	6091
156	1130	6072
157	1136	6057
158	1141	6040
159	1148	6027
160	1152	6006
161	1244	6436
162	1251	6426
163	1257	6410
164	1264	6399
165	1273	6398
166	1283	6401
167	1292	6400
168	1303	6409
169	1309	6394
170	1316	6380
171	1324	6376
172	1327	6346
