iter	Logloss
0	0.6711169066
1	0.6499254468
2	0.6316442074
3	0.6137484901
4	0.5999934012
5	0.5848022692
6	0.5717955539
7	0.5591235294
8	0.547189633
9	0.536414981
10	0.5268635208
11	0.5157811814
12	0.507109736
13	0.5006845111
14	0.4936954258
15	0.486672381
16	0.4812443474
17	0.474150464
18	0.4681359301
19	0.4640936771
20	0.4596997879
21	0.4561966985
22	0.4515615435
23	0.4459485529
24	0.4421531766
25	0.4389265601
26	0.4358623582
27	0.433031083
28	0.4297148646
29	0.4260177642
30	0.4232988474
31	0.420366704
32	0.4178395415
33	0.414907513
34	0.4134997388
35	0.4115148134
36	0.4099348237
37	0.4073703345
38	0.405360382
39	0.4038266512
40	0.4022958777
41	0.3995069255
42	0.3980056276
43	0.3959346916
44	0.3941689664
45	0.3920759575
46	0.3904485303
47	0.3893514138
48	0.3888153217
49	0.3878426997
50	0.3863169833
51	0.3858639459
52	0.3841098381
53	0.3831456561
54	0.3816328879
55	0.3809157117
56	0.3798538034
57	0.377819488
58	0.3767514027
59	0.3759746588
60	0.3752756746
61	0.3740491668
62	0.3733970356
63	0.3724739586
64	0.3716524619
65	0.3714202403
66	0.3706878801
67	0.3700663696
68	0.3693249298
69	0.3683023676
70	0.3676004128
71	0.3669618918
72	0.3663753588
73	0.365983683
74	0.3650930142
75	0.3640630559
76	0.3630444966
77	0.3619165446
78	0.3618652492
79	0.3614005485
80	0.3606829802
81	0.359980866
82	0.3590571811
83	0.3583726852
84	0.3582349717
85	0.3577431398
86	0.357090267
87	0.3563931355
88	0.3560224567
89	0.3554810677
90	0.3545941351
91	0.353900258
92	0.353567177
93	0.353328228
94	0.352907033
95	0.3528334881
96	0.3521955108
97	0.3517560869
98	0.3514291264
99	0.3507377788
100	0.3502545083
101	0.3492752608
102	0.3487743932
103	0.348371444
104	0.3473022981
105	0.3470154231
106	0.3466885757
107	0.3460566427
108	0.3455612655
109	0.3449125338
110	0.3445885731
111	0.343959099
112	0.3439577719
113	0.3433675646
114	0.3428193815
115	0.342400885
116	0.3418735712
117	0.3416903489
118	0.3412328312
119	0.3406644975
120	0.340091634
121	0.339419047
122	0.3388368704
123	0.3386634553
124	0.3380339678
125	0.3379781252
126	0.3377467905
127	0.3375830874
128	0.337229887
129	0.3367671752
130	0.3364000645
131	0.3359017533
132	0.3358424186
133	0.3353566136
134	0.3352648352
135	0.3349099235
136	0.3344302843
137	0.3339505677
138	0.333728985
139	0.3332870751
140	0.3326829896
141	0.3324230681
142	0.3323249781
143	0.3317080622
144	0.3316480553
145	0.3314813346
146	0.3307474273
147	0.3303471627
148	0.3298607522
149	0.3298605789
150	0.3295024722
151	0.3289771312
152	0.3288280345
153	0.3283366995
154	0.3278689441
155	0.3277057952
156	0.3274441142
157	0.3274251863
158	0.3271763191
159	0.3268386236
160	0.3266540845
161	0.3259913915
162	0.325735625
163	0.3254187628
164	0.3250950805
165	0.324885458
166	0.3247135222
167	0.3245913191
168	0.3242333871
169	0.3242333855
170	0.3234429564
171	0.3227677667
172	0.3222288633
173	0.3221860139
174	0.3218308519
175	0.3213911015
176	0.3210828008
177	0.3208213442
178	0.3204967969
179	0.3201150414
180	0.3198631226
181	0.3197765269
182	0.3194964467
183	0.3191375682
184	0.3190299368
185	0.3189703761
186	0.318886345
187	0.3185877653
188	0.318379917
189	0.318301012
190	0.3179668237
191	0.317526295
192	0.3173675192
193	0.3167919499
194	0.3166335361
195	0.3161884079
196	0.3160349134
197	0.3158632967
198	0.3154445894
199	0.315084861
200	0.3146688123
201	0.3145297658
202	0.3140831329
203	0.313711394
204	0.3134244083
205	0.3128750909
206	0.3125393504
207	0.3122593005
208	0.3121204133
209	0.31170282
210	0.3112408999
211	0.3110065214
212	0.3108224432
213	0.3101108217
214	0.3097930681
215	0.309624071
216	0.3093010635
217	0.309221535
218	0.3091139208
219	0.3086583771
220	0.3082027919
221	0.3079938677
222	0.3077422003
223	0.3076041647
224	0.3074888944
225	0.3073295785
226	0.3069865179
227	0.3067177366
228	0.3067061967
229	0.3062696358
230	0.3058879819
231	0.3055777969
232	0.305367818
233	0.3048143298
234	0.304447467
235	0.3042062071
236	0.3039557491
237	0.3036522019
238	0.3035917235
239	0.3031790599
240	0.3031176511
241	0.302638394
242	0.3026361455
243	0.3023210028
244	0.3019306984
245	0.3016818801
246	0.3013517593
247	0.3013502947
248	0.3010669365
249	0.3006569159
250	0.3004531891
251	0.3001667532
252	0.2997063161
253	0.2995017224
254	0.2989960495
255	0.2986237124
256	0.2983675141
257	0.2980457643
258	0.2976876683
259	0.2974980268
260	0.2970514536
261	0.296883683
262	0.2968836684
263	0.2965432681
264	0.2963178054
265	0.2958554509
266	0.2958541954
267	0.2955631697
268	0.2952706028
269	0.2947132524
270	0.2942073459
271	0.293892339
272	0.2936261499
273	0.29348818
274	0.2930096728
275	0.2925660564
276	0.2923262433
277	0.2920385763
278	0.2917194745
279	0.2914438646
280	0.2912346557
281	0.2910195764
282	0.2907463732
283	0.290474206
284	0.2899689427
285	0.289776137
286	0.2895474524
287	0.2893936178
288	0.2889063872
289	0.2885074753
290	0.2881921527
291	0.2877009384
292	0.2872495026
293	0.2870735921
294	0.2869861369
295	0.2866622452
296	0.2862020789
297	0.2859042551
298	0.2858629319
299	0.2853406404
300	0.2849842585
301	0.2845756357
302	0.2841715527
303	0.2836833914
304	0.2831708897
305	0.2829157275
306	0.2825357065
307	0.282115121
308	0.2817268232
309	0.2817207415
310	0.2813080782
311	0.2810819617
312	0.280779728
313	0.2805751027
314	0.2802279937
315	0.2801549479
316	0.2799777907
317	0.2796320399
318	0.2792167783
319	0.2791754252
320	0.2789386945
321	0.2785745145
322	0.278284585
323	0.2778162727
324	0.2773060178
325	0.2770497055
326	0.2767611473
327	0.2766213882
328	0.2762541268
329	0.2759238507
330	0.2754524442
331	0.2749743739
332	0.2746314721
333	0.2743938977
334	0.2741526786
335	0.2738895177
336	0.2734418773
337	0.2729307176
338	0.2727361067
339	0.2725989389
340	0.2722287555
341	0.2719141847
342	0.2716013384
343	0.2714294823
344	0.271071563
345	0.2709447056
346	0.2707715924
347	0.2704923436
348	0.2700058831
349	0.2696254043
350	0.2691940214
351	0.2687649962
352	0.2684970043
353	0.2681644375
354	0.2677635906
355	0.2675943315
356	0.2674003327
357	0.2673133659
358	0.2669163173
359	0.2665101715
360	0.2662486455
361	0.2659010943
362	0.2654611931
363	0.265324769
364	0.264926353
365	0.2645373274
366	0.2641910615
367	0.2640044268
368	0.2636442428
369	0.2633893629
370	0.2630412602
371	0.2625926804
372	0.2621777416
373	0.2617269422
374	0.2615187709
375	0.261192713
376	0.2609973322
377	0.2608287523
378	0.2606908197
379	0.260367134
380	0.2599858187
381	0.2597042948
382	0.2595926142
383	0.2593859315
384	0.2590202476
385	0.2588481046
386	0.2584906936
387	0.2582888151
388	0.2581655313
389	0.2580379438
390	0.2577106135
391	0.2577026542
392	0.2573942983
393	0.2570372837
394	0.2566398757
395	0.2563276655
396	0.2561299431
397	0.2556903284
398	0.2552801278
399	0.2551016496
400	0.2550476991
401	0.2547306161
402	0.2545688598
403	0.2543279116
404	0.2542007323
405	0.253897495
406	0.2536081712
407	0.2534070845
408	0.2531538597
409	0.2528973874
410	0.2527091699
411	0.2526391458
412	0.2524629976
413	0.2520473826
414	0.2518432429
415	0.2514776307
416	0.2514397605
417	0.2510924801
418	0.251005867
419	0.2507041389
420	0.2505275551
421	0.2504743894
422	0.2501891506
423	0.2500327762
424	0.2499004735
425	0.2498510066
426	0.2496352427
427	0.2494159918
428	0.2494117238
429	0.2492352328
430	0.2489432826
431	0.2486013279
432	0.2482224766
433	0.2479225521
434	0.2478395766
435	0.2474989869
436	0.2471237821
437	0.2467318893
438	0.246325455
439	0.2461622501
440	0.2458878663
441	0.2456331775
442	0.2453711549
443	0.2452875801
444	0.2451193468
445	0.2450983292
446	0.244939466
447	0.2449351783
448	0.244554357
449	0.2442988079
450	0.2441044943
451	0.2440987927
452	0.2437296452
453	0.243447248
454	0.2432054504
455	0.2428529298
456	0.2424286737
457	0.2422685813
458	0.2420189985
459	0.2416569593
460	0.2413582186
461	0.2411134171
462	0.2408933497
463	0.2405779967
464	0.2404344786
465	0.240261134
466	0.2399601656
467	0.2397692677
468	0.2395008064
469	0.2392073389
470	0.2389034025
471	0.2388998099
472	0.2386447715
473	0.2383413774
474	0.238152403
475	0.2379803661
476	0.2376880865
477	0.2376814827
478	0.2374983694
479	0.2373778804
480	0.2370949972
481	0.2369947981
482	0.2367801424
483	0.2365102503
484	0.2363382845
485	0.2360637419
486	0.235787643
487	0.2356146117
488	0.2353900892
489	0.235044867
490	0.2348013782
491	0.2343126934
492	0.2339849902
493	0.2337326216
494	0.233422608
495	0.2331843095
496	0.2330219833
497	0.2328281877
498	0.2325985663
499	0.232347933
500	0.232344251
501	0.2323406085
502	0.2321579391
503	0.231886238
504	0.2317662713
505	0.2315523173
506	0.2312593907
507	0.2311645403
508	0.2310256528
509	0.2307928266
510	0.2306262432
511	0.2302951176
512	0.2301623157
513	0.2299058662
514	0.2298965305
515	0.2297460526
516	0.2294708295
517	0.2291669288
518	0.2290611563
519	0.2289754972
520	0.2286477878
521	0.2286235155
522	0.2283276745
523	0.2281492197
524	0.2279061122
525	0.2277226476
526	0.2275213677
527	0.2273204842
528	0.2271923765
529	0.2268792065
530	0.2266196282
531	0.2264909931
532	0.2262510347
533	0.2260260849
534	0.2257832876
535	0.2256269074
536	0.2254863178
537	0.2251988871
538	0.2248889628
539	0.2246135692
540	0.2244035881
541	0.2240977572
542	0.2238383964
543	0.2236829517
544	0.2233595691
545	0.223148269
546	0.222953895
547	0.2227329821
548	0.2223860094
549	0.2221363216
550	0.2219193574
551	0.2216873073
552	0.2215096619
553	0.2213468931
554	0.2211000983
555	0.2208359229
556	0.2205953117
557	0.2203988804
558	0.220253888
559	0.2199907009
560	0.2195811008
561	0.2193300322
562	0.2193215392
563	0.2191267558
564	0.2188851537
565	0.2187626622
566	0.2185564976
567	0.2183742575
568	0.2181757178
569	0.2179935751
570	0.2178075123
571	0.2176788063
572	0.2174730051
573	0.2173383597
574	0.2171505992
575	0.2170311333
576	0.2170012454
577	0.2167701153
578	0.2165348276
579	0.2163460843
580	0.2161980608
581	0.2160842825
582	0.2158576932
583	0.2156052254
584	0.2154646189
585	0.2153075807
586	0.2151262173
587	0.2149659973
588	0.2147627761
589	0.2144743544
590	0.2143756387
591	0.214084453
592	0.2139781484
593	0.2137629711
594	0.2135331284
595	0.2132490516
596	0.2130681343
597	0.2129417844
598	0.2126288377
599	0.2124384648
600	0.2122836309
601	0.2121535709
602	0.2119482749
603	0.2117565736
604	0.211573989
605	0.211373797
606	0.211174093
607	0.210902517
608	0.21072896
609	0.2104059832
610	0.2101566906
611	0.2098554669
612	0.2096136447
613	0.2094353874
614	0.2093578676
615	0.2090077289
616	0.2088320003
617	0.2086382001
618	0.2084358242
619	0.2081692508
620	0.2080025108
621	0.2078828595
622	0.2077368479
623	0.2076210612
624	0.2075013097
625	0.207328844
626	0.2072072505
627	0.2070658366
628	0.2068110794
629	0.2065095428
630	0.2063278348
631	0.2062100431
632	0.2060385003
633	0.2060022873
634	0.2059646537
635	0.2058027406
636	0.2055873086
637	0.2053199015
638	0.2051764439
639	0.2050213238
640	0.2049813119
641	0.2048333177
642	0.2046116444
643	0.204430562
644	0.2041722785
645	0.2039910726
646	0.2038058191
647	0.2036458936
648	0.2033935495
649	0.2031252904
650	0.2029660428
651	0.2028209653
652	0.2026011003
653	0.2022930996
654	0.2021593909
655	0.2019012447
656	0.2017651083
657	0.2015189938
658	0.2014329822
659	0.2013212813
660	0.201177652
661	0.2010497607
662	0.2008779314
663	0.2006941893
664	0.2004960823
665	0.200263132
666	0.2000720058
667	0.1999355981
668	0.1997205963
669	0.1995596427
670	0.1993791233
671	0.1992233368
672	0.1989486334
673	0.1987666339
674	0.1985501432
675	0.1983927487
676	0.1982438474
677	0.1982247347
678	0.1980756469
679	0.1977918348
680	0.1976821931
681	0.1974895237
682	0.1973339584
683	0.1971516091
684	0.197059154
685	0.1968406274
686	0.196714659
687	0.1965733501
688	0.1963680651
689	0.1961867691
690	0.1959420898
691	0.195935577
692	0.1958271027
693	0.1956187474
694	0.1954436342
695	0.1952864181
696	0.1951363495
697	0.1950195406
698	0.1949871256
699	0.1947916938
700	0.1945166242
701	0.194346115
702	0.1941928464
703	0.1940509299
704	0.1937403266
705	0.1935482398
706	0.1934065121
707	0.1931240061
708	0.1930401094
709	0.1929428444
710	0.1927373766
711	0.1925556886
712	0.192403681
713	0.1923045134
714	0.1920387568
715	0.1918456259
716	0.1916206616
717	0.1914065
718	0.1912821703
719	0.1909982601
720	0.1908271433
721	0.1907230453
722	0.1905515044
723	0.1904146291
724	0.1902666876
725	0.1900992318
726	0.1898803012
727	0.1896896155
728	0.1896179799
729	0.189413217
730	0.1892604795
731	0.1890680625
732	0.188912208
733	0.1886769403
734	0.1884773159
735	0.1883995166
736	0.1881579073
737	0.1880053435
738	0.1879081829
739	0.1878130469
740	0.1876296987
741	0.1874487561
742	0.1872828133
743	0.1871614249
744	0.1869366761
745	0.186830924
746	0.1867075519
747	0.1864751364
748	0.1863299008
749	0.1862162605
750	0.1860307948
751	0.1859074049
752	0.1857053421
753	0.1855747649
754	0.185402252
755	0.1853299093
756	0.1851458225
757	0.1850458939
758	0.1849591104
759	0.1848167691
760	0.1846448359
761	0.1844966463
762	0.1843625079
763	0.1842533867
764	0.1841474639
765	0.1840439174
766	0.1838089649
767	0.1836319005
768	0.1834383432
769	0.1833507348
770	0.183253548
771	0.1831687691
772	0.1829275276
773	0.182913008
774	0.1826803235
775	0.1825532784
776	0.1824099452
777	0.1822872642
778	0.1822042854
779	0.182067484
780	0.1817974168
781	0.1816273826
782	0.1815327627
783	0.1813658572
784	0.1812079835
785	0.1811458492
786	0.1810340319
787	0.1808816852
788	0.1807281816
789	0.1805126943
790	0.1803067912
791	0.1801294076
792	0.1800902501
793	0.1798943969
794	0.1797668768
795	0.1797458179
796	0.1795805048
797	0.1793556551
798	0.1793534269
799	0.1792121731
800	0.1790433945
801	0.178910092
802	0.1787232371
803	0.1786251855
804	0.1785188281
805	0.1784097519
806	0.1782682376
807	0.1781925555
808	0.1781098778
809	0.1779145509
810	0.1777800253
811	0.1776017695
812	0.1774487467
813	0.1772835016
814	0.1771326185
815	0.1769291947
816	0.1768700898
817	0.1767177539
818	0.1765404327
819	0.1764691818
820	0.1763353717
821	0.1762171436
822	0.1760852115
823	0.1758743789
824	0.175752238
825	0.17558444
826	0.1754187782
827	0.1753416623
828	0.1752820429
829	0.1750969439
830	0.1749613419
831	0.1748625263
832	0.1747358329
833	0.1745092855
834	0.1744674642
835	0.1743549465
836	0.1742384588
837	0.1742346265
838	0.1741475403
839	0.1739555664
840	0.1738159095
841	0.1736136312
842	0.1733943326
843	0.1732283141
844	0.1730732907
845	0.1729019249
846	0.1727321525
847	0.1725270269
848	0.1724133092
849	0.1722733332
850	0.1721295123
851	0.1721012635
852	0.1720191621
853	0.1718809296
854	0.17174855
855	0.1716776595
856	0.1715253768
857	0.1713426038
858	0.171242975
859	0.1712070876
860	0.1711687982
861	0.17112198
862	0.1709957702
863	0.1708911258
864	0.1708413212
865	0.1708407831
866	0.1707613859
867	0.1707592822
868	0.1706397223
869	0.1705172365
870	0.1703213478
871	0.170201938
872	0.1700879622
873	0.16988352
874	0.1697352431
875	0.169537913
876	0.1695018005
877	0.1692806611
878	0.1691260663
879	0.1690021922
880	0.1689230113
881	0.1687839584
882	0.168665854
883	0.1685538888
884	0.1684231756
885	0.1683095184
886	0.1681784045
887	0.1680646547
888	0.1678441421
889	0.1677685683
890	0.167637665
891	0.1676264053
892	0.1675235605
893	0.1674719309
894	0.1673739527
895	0.1672224418
896	0.1671615388
897	0.1670591742
898	0.1670228761
899	0.1668873493
900	0.1668749482
901	0.1668096624
902	0.1667053653
903	0.1666134547
904	0.1665155915
905	0.1664804449
906	0.1663975324
907	0.1663853977
908	0.1662532574
909	0.1661505171
910	0.1660749662
911	0.1659047649
912	0.1657954501
913	0.1656659099
914	0.1655723919
915	0.1654213155
916	0.1652028295
917	0.1650880604
918	0.1649307115
919	0.1648734796
920	0.1647753247
921	0.1646944659
922	0.16453633
923	0.1644051308
924	0.1642703269
925	0.1642124565
926	0.1641059649
927	0.1640176756
928	0.1639083168
929	0.1638072828
930	0.1637736339
931	0.1636293033
932	0.1634809185
933	0.163340673
934	0.1631365701
935	0.1630742974
936	0.1629010973
937	0.1627717862
938	0.1626006529
939	0.1624670137
940	0.162357821
941	0.1622318674
942	0.1621386921
943	0.1620187966
944	0.1618054462
945	0.1617481217
946	0.1615748847
947	0.1614665476
948	0.1613375845
949	0.1611989535
950	0.1610858829
951	0.1609392397
952	0.1606872114
953	0.160642298
954	0.1604678209
955	0.160283758
956	0.1601014126
957	0.159992768
958	0.1599279316
959	0.1598710187
960	0.159634377
961	0.1595389842
962	0.1592856122
963	0.1591983851
964	0.159088672
965	0.1590464341
966	0.1589214426
967	0.1587915218
968	0.1586432385
969	0.1584509432
970	0.1583125266
971	0.1582053203
972	0.1580945765
973	0.1580867784
974	0.1579205131
975	0.1578021932
976	0.1576609521
977	0.1575306985
978	0.1573475101
979	0.1571605344
980	0.1570761258
981	0.1569712903
982	0.1569292944
983	0.1567899039
984	0.156740545
985	0.1565352093
986	0.1564393987
987	0.1562484548
988	0.1560803049
989	0.1559372287
990	0.1559095383
991	0.1558107523
992	0.1557633218
993	0.1556636865
994	0.1555510966
995	0.1555484861
996	0.155418001
997	0.1553318415
998	0.1551855616
999	0.1550940999
