iter	Passed	Remaining
0	4	4244
1	7	3882
2	14	4665
3	19	4964
4	24	4854
5	29	4955
6	33	4820
7	41	5125
8	46	5120
9	50	5013
10	55	5001
11	65	5431
12	73	5548
13	79	5581
14	85	5609
15	90	5577
16	96	5557
17	100	5503
18	106	5520
19	114	5624
20	120	5625
21	126	5623
22	131	5573
23	136	5534
24	142	5564
25	149	5595
26	157	5672
27	165	5732
28	172	5783
29	179	5798
30	185	5812
31	193	5849
32	203	5971
33	212	6038
34	220	6085
35	227	6104
36	233	6089
37	240	6089
38	247	6101
39	253	6092
40	259	6080
41	265	6045
42	269	6004
43	276	6006
44	282	5992
45	286	5946
46	293	5945
47	299	5942
48	304	5906
49	310	5898
50	314	5850
51	319	5821
52	325	5810
53	334	5852
54	338	5815
55	345	5817
56	351	5813
57	358	5821
58	364	5821
59	369	5795
60	376	5789
61	381	5764
62	384	5723
63	388	5688
64	395	5683
65	400	5666
66	405	5646
67	412	5656
68	419	5655
69	424	5635
70	430	5631
71	497	6414
72	509	6464
73	517	6475
74	528	6513
75	545	6628
76	559	6702
77	568	6714
78	571	6657
79	576	6624
80	581	6601
81	586	6560
82	591	6537
83	598	6524
84	604	6507
85	608	6464
86	615	6458
87	622	6447
88	627	6422
89	631	6386
90	679	6791
91	685	6761
92	689	6724
93	693	6681
94	699	6667
95	703	6627
96	708	6594
97	713	6565
98	719	6546
99	730	6578
100	741	6599
101	755	6654
102	769	6703
103	789	6799
104	803	6851
105	813	6863
106	828	6914
107	840	6943
108	850	6950
109	856	6926
110	865	6928
111	873	6927
112	878	6892
113	884	6870
114	890	6855
115	896	6833
116	903	6815
117	906	6775
118	910	6740
119	916	6722
120	921	6694
121	926	6670
122	934	6665
123	941	6648
124	949	6648
125	956	6634
126	967	6652
127	976	6654
128	986	6660
129	996	6665
130	1003	6654
131	1007	6623
132	1012	6600
133	1019	6586
134	1023	6556
135	1028	6534
136	1034	6519
137	1045	6528
138	1051	6512
139	1057	6494
140	1063	6479
141	1070	6469
142	1076	6451
143	1085	6450
144	1090	6429
145	1095	6407
146	1102	6395
147	1107	6377
148	1115	6373
149	1120	6351
150	1128	6342
151	1132	6320
152	1139	6305
153	1148	6307
154	1153	6290
155	1160	6275
156	1166	6262
157	1170	6240
158	1175	6220
159	1181	6202
160	1188	6192
161	1194	6181
162	1200	6166
163	1209	6163
164	1215	6149
165	1220	6130
166	1226	6117
167	1232	6105
168	1245	6122
169	1248	6093
170	1252	6074
171	1260	6069
172	1273	6088
173	1280	6078
174	1285	6059
175	1290	6040
176	1296	6026
177	1303	6019
178	1310	6011
179	1318	6004
180	1323	5989
181	1327	5967
182	1332	5949
183	1337	5929
184	1343	5918
185	1348	5900
186	1352	5881
187	1360	5875
188	1365	5858
189	1368	5832
190	1375	5827
191	1383	5822
192	1390	5813
193	1397	5808
194	1402	5789
195	1407	5773
196	1415	5767
197	1422	5761
198	1427	5746
199	1433	5734
200	1439	5721
201	1444	5707
202	1451	5698
203	1458	5692
204	1464	5679
205	1470	5668
206	1475	5652
207	1479	5635
208	1484	5619
209	1549	5828
210	1616	6042
211	1628	6053
212	1669	6168
213	1675	6154
214	1679	6132
215	1687	6125
216	1695	6116
217	1698	6093
218	1702	6071
219	1709	6059
220	1718	6057
221	1723	6040
222	1730	6027
223	1735	6012
224	1740	5994
225	1745	5977
226	1751	5962
227	1756	5946
228	1764	5941
229	1770	5928
230	1776	5914
231	1780	5895
232	1787	5883
233	1794	5873
234	1802	5868
235	1809	5857
236	1815	5843
237	1820	5827
238	1823	5807
239	1828	5790
240	1836	5782
241	1842	5771
242	1844	5746
243	1852	5739
244	1858	5728
245	1863	5712
246	1870	5703
