iter	Passed	Remaining
0	7	7296
1	15	7905
2	21	7186
3	28	7092
4	34	6791
5	40	6652
6	46	6536
7	51	6337
8	58	6418
9	62	6224
10	69	6287
11	74	6102
12	77	5869
13	82	5826
14	88	5827
15	92	5697
16	97	5652
17	103	5628
18	110	5682
19	116	5701
20	122	5709
21	127	5681
22	133	5663
23	139	5688
24	147	5733
25	152	5703
26	156	5630
27	159	5545
28	164	5507
29	169	5481
30	171	5365
31	200	6074
32	209	6127
33	220	6254
34	233	6441
35	246	6593
36	254	6614
37	260	6598
38	265	6541
39	270	6503
40	276	6471
41	280	6392
42	285	6356
43	290	6321
44	296	6292
45	301	6244
46	304	6170
47	312	6199
48	319	6198
49	322	6132
50	328	6107
51	334	6092
52	339	6061
53	343	6021
54	348	5989
55	355	5992
56	361	5977
57	367	5966
58	371	5923
59	377	5920
60	382	5894
61	389	5897
62	394	5866
63	452	6619
64	463	6673
65	473	6696
66	483	6729
67	492	6756
68	498	6723
69	503	6692
70	509	6666
71	513	6615
72	518	6582
73	522	6543
74	529	6534
75	537	6528
76	540	6478
77	546	6455
78	551	6433
79	558	6424
80	566	6428
81	573	6418
82	578	6388
83	586	6398
84	593	6385
85	597	6346
86	602	6324
87	611	6333
88	616	6308
89	621	6283
90	671	6710
91	680	6716
92	685	6687
93	688	6638
94	695	6629
95	701	6607
96	709	6609
97	715	6583
98	721	6567
99	726	6541
100	734	6541
101	739	6512
102	742	6465
103	746	6429
104	751	6402
105	761	6425
106	770	6432
107	774	6398
108	779	6369
109	784	6347
110	793	6351
111	799	6340
112	804	6315
113	811	6307
114	818	6297
115	826	6301
116	831	6278
117	837	6257
118	841	6230
119	847	6216
120	854	6204
121	860	6194
122	864	6163
123	869	6146
124	877	6145
125	887	6157
126	897	6172
127	915	6239
128	922	6225
129	928	6215
130	934	6200
131	940	6182
132	945	6162
133	950	6144
134	954	6114
135	960	6104
136	967	6096
137	974	6087
138	982	6086
139	987	6063
140	991	6041
141	999	6039
142	1003	6011
143	1009	6001
144	1015	5986
145	1020	5967
146	1024	5946
147	1031	5939
148	1036	5922
149	1041	5899
150	1046	5884
151	1052	5873
152	1059	5864
153	1064	5850
154	1069	5830
155	1076	5824
156	1084	5823
157	1092	5820
158	1100	5819
159	1107	5812
160	1112	5797
161	1119	5792
162	1125	5778
163	1132	5772
164	1139	5766
165	1153	5797
166	1158	5779
167	1166	5774
168	1172	5763
169	1178	5753
170	1184	5740
171	1191	5733
172	1200	5740
173	1206	5727
174	1209	5699
175	1214	5687
176	1223	5690
177	1232	5690
178	1235	5667
179	1242	5658
180	1247	5642
181	1251	5623
182	1253	5598
183	1260	5588
184	1265	5572
185	1271	5564
186	1275	5544
187	1280	5530
188	1292	5548
189	1298	5537
190	1302	5516
191	1309	5512
