iter	Passed	Remaining
0	7	6960
1	13	5993
2	19	5750
3	30	6933
4	41	7453
5	47	7109
6	52	6683
7	59	6588
8	67	6635
9	75	6752
10	84	6805
11	90	6683
12	98	6730
13	107	6793
14	114	6762
15	120	6656
16	128	6649
17	134	6577
18	140	6503
19	146	6462
20	154	6453
21	162	6468
22	168	6442
23	177	6491
24	185	6500
25	196	6617
26	204	6603
27	211	6591
28	217	6522
29	224	6498
30	231	6476
31	239	6488
32	245	6461
33	254	6489
34	264	6524
35	272	6529
36	279	6515
37	286	6506
38	293	6481
39	300	6458
40	307	6447
41	315	6445
42	324	6460
43	332	6468
44	339	6452
45	348	6460
46	354	6435
47	386	6861
48	402	6989
49	410	6972
50	415	6919
51	421	6879
52	430	6881
53	436	6841
54	444	6832
55	452	6812
56	459	6789
57	469	6819
58	475	6777
59	482	6752
60	488	6720
61	497	6720
62	504	6704
63	511	6675
64	521	6693
65	526	6657
66	532	6616
67	541	6623
68	552	6650
69	560	6644
70	567	6622
71	575	6615
72	583	6612
73	589	6583
74	596	6558
75	601	6524
76	608	6500
77	613	6464
78	621	6458
79	627	6432
80	635	6421
81	641	6395
82	646	6367
83	652	6334
84	657	6308
85	666	6313
86	674	6301
87	684	6320
88	692	6311
89	699	6294
90	704	6260
91	713	6265
92	723	6279
93	732	6284
94	742	6295
95	751	6290
96	758	6278
97	769	6296
98	777	6289
99	785	6280
100	793	6276
101	801	6271
102	810	6273
103	818	6265
104	828	6273
105	834	6253
106	840	6231
107	848	6218
108	857	6219
109	862	6194
110	869	6177
111	873	6148
112	879	6125
113	885	6104
114	892	6094
115	898	6073
116	907	6072
117	916	6070
118	923	6060
119	930	6047
120	936	6030
121	941	6006
122	948	5991
123	958	5996
124	964	5977
125	972	5971
126	987	6012
127	994	6000
128	1003	5998
129	1011	5989
130	1016	5969
131	1023	5954
132	1032	5956
133	1042	5958
134	1051	5960
135	1058	5946
136	1065	5935
137	1072	5919
138	1078	5902
139	1084	5889
140	1095	5894
141	1100	5873
142	1107	5862
143	1118	5871
144	1125	5860
145	1134	5860
146	1140	5842
147	1150	5843
148	1159	5844
149	1166	5830
150	1234	6124
151	1254	6172
152	1261	6159
153	1268	6147
154	1277	6139
155	1283	6122
156	1291	6112
157	1299	6102
158	1306	6088
159	1312	6071
160	1318	6050
161	1325	6040
162	1334	6034
163	1340	6017
