iter	Logloss
0	0.6807643058
1	0.6577412713
2	0.6419883071
3	0.6272531493
4	0.6146274743
5	0.6026720869
6	0.5910884888
7	0.5816116538
8	0.5749866819
9	0.5616726551
10	0.5551790461
11	0.5464358003
12	0.5392715844
13	0.5326807499
14	0.5256895345
15	0.5184134261
16	0.5104261382
17	0.5042863325
18	0.4996839291
19	0.4953977367
20	0.4916425282
21	0.4872955629
22	0.4828990226
23	0.4798723935
24	0.4770080916
25	0.4734096824
26	0.468285343
27	0.4655148651
28	0.4626412419
29	0.4598168618
30	0.4573387478
31	0.4550738371
32	0.4525350372
33	0.44817433
34	0.4467525667
35	0.4446009989
36	0.4426629204
37	0.4406332704
38	0.4372972022
39	0.4357040424
40	0.433309122
41	0.4303283596
42	0.4293611227
43	0.4280278807
44	0.4269892934
45	0.4244088851
46	0.4231720874
47	0.4222100292
48	0.4213795462
49	0.420345399
50	0.4189910444
51	0.4181095448
52	0.4172916778
53	0.416046684
54	0.4141314862
55	0.4135416377
56	0.4131034163
57	0.4123661526
58	0.4115861158
59	0.4090607327
60	0.4083126368
61	0.4076993923
62	0.4064210828
63	0.4054964103
64	0.4041950798
65	0.4034453621
66	0.4030229636
67	0.4024809699
68	0.401034673
69	0.3995350059
70	0.3990370629
71	0.3986707818
72	0.3982753086
73	0.3973204328
74	0.3965181328
75	0.3959130619
76	0.39487229
77	0.3945358055
78	0.3938256617
79	0.3933269806
80	0.3928889751
81	0.3927082385
82	0.3920785891
83	0.3911740973
84	0.3908794039
85	0.3899075286
86	0.388753405
87	0.3879832354
88	0.3875225236
89	0.3859158505
90	0.3849679106
91	0.3843096631
92	0.3835941658
93	0.3828113555
94	0.3825724668
95	0.3823430417
96	0.382152259
97	0.3817442209
98	0.3810867089
99	0.378886036
100	0.3785641327
101	0.3781473574
102	0.3779086302
103	0.377256483
104	0.3769106589
105	0.3767412486
106	0.3764120712
107	0.3760830724
108	0.3756128065
109	0.3753571022
110	0.3749415934
111	0.374672332
112	0.3742654681
113	0.3740240822
114	0.3733736923
115	0.373211284
116	0.3728522986
117	0.3725626102
118	0.3723418358
119	0.3719763514
120	0.3717093471
121	0.371069185
122	0.3709232674
123	0.3707409803
124	0.3705094481
125	0.3701383056
126	0.3698170006
127	0.3695194595
128	0.3692500081
129	0.3689464296
130	0.3687487668
131	0.368602296
132	0.3684178972
133	0.3682807448
134	0.367753288
135	0.36742587
136	0.3667908003
137	0.3666627368
138	0.3665600356
139	0.3657949052
140	0.3653438328
141	0.3647751417
142	0.364547122
143	0.3642604855
144	0.3636832009
145	0.3635691943
146	0.3633424856
147	0.3627270441
148	0.3625825519
149	0.3617859594
150	0.3614647412
151	0.3613403467
152	0.3612457739
153	0.3608670819
154	0.3607963557
155	0.360609746
156	0.3603968631
157	0.3601264415
158	0.3595398791
159	0.3593471128
160	0.3592705203
161	0.3587549276
162	0.3586424829
163	0.3583734875
164	0.3582072533
165	0.3579101658
166	0.3578760493
167	0.3576696931
168	0.357261311
169	0.3568536741
170	0.356665292
171	0.3561066124
172	0.3556300869
173	0.355560762
174	0.3552275517
175	0.3550639254
176	0.3546589306
177	0.3544614349
178	0.3543257828
179	0.3537880288
180	0.3537488042
181	0.3536660099
182	0.3532600475
183	0.3529142979
184	0.3526489067
185	0.3524059707
186	0.352134081
187	0.3520006379
188	0.3519227832
189	0.3517578814
190	0.3516896254
191	0.3515113533
192	0.351339818
193	0.351260024
194	0.3507844587
