iter	RMSE
171	19.42621335
172	19.40052495
173	19.37040696
174	19.33591886
175	19.30709592
176	19.27632749
177	19.27353288
178	19.23640698
179	19.2225363
180	19.21944747
181	19.19825265
182	19.16165453
183	19.12832307
184	19.11724701
185	19.08675486
186	19.0560794
187	19.05368901
188	19.03371212
189	19.00835365
190	18.9782674
191	18.94227766
192	18.90795688
193	18.87859586
194	18.85055839
195	18.83020828
196	18.79684327
197	18.77002993
198	18.73819574
199	18.69937963
200	18.67364829
201	18.64620112
202	18.62175045
203	18.60261551
204	18.5844702
205	18.5592902
206	18.55719458
207	18.53348241
208	18.50670171
209	18.47159801
210	18.44701268
211	18.42311178
212	18.39447819
213	18.37466127
214	18.37297258
215	18.34813872
216	18.32165603
217	18.28051579
218	18.25052842
219	18.22917639
220	18.19394868
221	18.16906687
222	18.15096264
223	18.12700053
224	18.11374873
225	18.0859745
226	18.08395161
227	18.04978338
228	18.02901691
229	18.02628816
230	17.99651829
231	17.98145726
232	17.96024928
233	17.9377594
234	17.91726175
235	17.89458405
236	17.86205276
237	17.86066743
238	17.83738349
239	17.80984392
240	17.79259798
241	17.77686666
242	17.75578625
243	17.74706326
244	17.71914569
245	17.70866389
246	17.6860985
247	17.65163397
248	17.6370145
249	17.62048133
250	17.6120603
251	17.60385207
252	17.60164572
253	17.59463502
254	17.58113286
255	17.56050941
256	17.53333508
257	17.5089362
258	17.49353212
259	17.49225308
260	17.46409345
261	17.43652148
262	17.4352772
263	17.41338436
264	17.40070145
265	17.37581902
266	17.36399086
267	17.33591049
268	17.31349129
269	17.30455221
270	17.30339184
271	17.28394052
272	17.26238805
273	17.2335814
274	17.21560234
275	17.18841944
276	17.1709148
277	17.14758348
278	17.12545128
279	17.10522827
280	17.07954186
281	17.0678995
282	17.03938892
283	17.02461522
284	17.01053731
285	17.00215536
286	16.97623328
287	16.96050549
288	16.93985178
289	16.92254661
290	16.90836695
291	16.8917739
292	16.87092362
293	16.84888518
294	16.83292988
295	16.81190926
296	16.78803514
297	16.77596498
298	16.76097559
299	16.75698502
300	16.74212074
301	16.72987512
302	16.70196252
303	16.68167974
304	16.65375051
305	16.6314264
306	16.60713213
307	16.59660662
308	16.59444358
309	16.5711452
310	16.54968415
311	16.5243175
312	16.5003944
313	16.48475753
314	16.46889097
315	16.44658164
316	16.41977415
317	16.39863025
318	16.38360099
319	16.36180614
320	16.34088238
321	16.31894624
322	16.30450299
323	16.28406488
324	16.26765184
325	16.25841638
326	16.2392666
327	16.21714317
328	16.19044175
329	16.177211
330	16.1569237
331	16.14241842
332	16.12919912
333	16.10862235
334	16.10501608
335	16.08505217
336	16.06398157
337	16.0441657
338	16.02532054
339	16.00811735
340	15.99680972
341	15.98337254
342	15.96365183
343	15.95139919
344	15.930803
345	15.91031061
346	15.88938715
347	15.87332988
348	15.84860612
349	15.83578941
350	15.82923153
351	15.81048138
352	15.79093234
353	15.77708569
354	15.768465
355	15.75552878
356	15.73873513
357	15.72321431
358	15.69907604
359	15.68419801
360	15.67334248
361	15.66120762
362	15.64159319
363	15.63378666
364	15.61289232
365	15.59491743
366	15.58708526
367	15.56343414
368	15.56247389
369	15.54628226
370	15.5412216
371	15.52636765
372	15.51118167
373	15.50344019
374	15.49061389
375	15.47545753
376	15.45712463
377	15.44018899
378	15.42275785
379	15.39580793
380	15.37901701
381	15.36659568
382	15.34634904
383	15.32600492
384	15.30927627
385	15.29165144
386	15.28352407
387	15.26783355
388	15.25682114
389	15.24293523
390	15.22635662
391	15.21114028
392	15.19533786
393	15.19249575
394	15.17675118
395	15.15747159
396	15.14133634
397	15.14047689
398	15.13278511
399	15.11032798
400	15.09014962
401	15.0757932
402	15.05549081
403	15.04988039
404	15.04906588
405	15.03325123
406	15.01804976
407	15.0076751
408	15.00685607
409	14.9981349
410	14.98372189
411	14.96539763
412	14.95097465
413	14.94270545
414	14.93052353
415	14.92531594
416	14.90891956
417	14.89114718
418	14.88171613
419	14.86270802
420	14.84902599
421	14.83520514
422	14.82085649
423	14.80539578
424	14.79144361
425	14.78310515
426	14.77654748
427	14.76190076
428	14.74831654
429	14.73866416
430	14.72537563
431	14.70893566
432	14.7065108
433	14.6880309
434	14.6659533
435	14.65711229
436	14.639968
437	14.63400106
438	14.6275616
439	14.60861414
440	14.59646901
441	14.5861688
442	14.57149826
443	14.55170783
444	14.54294342
445	14.52840781
446	14.51726787
447	14.50620006
448	14.49542461
449	14.49095083
450	14.47840079
451	14.46167283
452	14.45962163
453	14.45065006
454	14.44995252
455	14.43717784
456	14.43042821
457	14.41670942
458	14.41046796
459	14.40975674
460	14.40358517
461	14.39479092
462	14.37919568
463	14.36341265
464	14.35918437
465	14.35210313
466	14.34117639
467	14.32901574
468	14.31779155
469	14.30692184
470	14.29629359
471	14.29486507
472	14.28019222
473	14.26731717
474	14.24649346
475	14.22925297
476	14.21121667
477	14.1917886
478	14.1899488
479	14.17982403
480	14.16213356
481	14.14961553
482	14.13040317
483	14.10916458
484	14.09608971
485	14.09159617
486	14.07437976
487	14.07249727
488	14.07183777
489	14.06278581
490	14.06218262
491	14.04668163
492	14.0308719
493	14.01172888
494	13.99371203
495	13.97916834
496	13.96521664
497	13.94698928
498	13.94649902
499	13.93124935
500	13.91847243
501	13.9093797
502	13.89656338
503	13.88022061
504	13.86941216
505	13.85877631
506	13.84949069
507	13.837652
508	13.81888704
509	13.80257441
510	13.80013486
511	13.78640468
512	13.77586155
513	13.76456787
514	13.76396392
515	13.74585204
516	13.73000933
517	13.71886837
518	13.71781265
519	13.70327205
520	13.69266968
521	13.67605965
522	13.65730629
523	13.64814496
524	13.6296687
525	13.62000047
526	13.60513058
527	13.5976256
528	13.58596734
529	13.57543912
530	13.55825819
531	13.54210636
532	13.52480106
533	13.51659528
534	13.50378914
535	13.49059221
536	13.48026168
537	13.46905351
538	13.45564631
539	13.43588026
540	13.42333806
541	13.41887113
542	13.40782968
543	13.39565792
544	13.38545763
545	13.38482842
546	13.38015541
547	13.36746383
548	13.36219601
549	13.34700671
550	13.33688124
551	13.32440121
552	13.32384943
553	13.30579384
554	13.29671092
555	13.28971501
556	13.28895311
557	13.26878441
558	13.25917901
559	13.24108919
560	13.2274314
561	13.21726562
562	13.20087237
563	13.18588642
564	13.16982235
565	13.14857713
566	13.14141007
567	13.12786315
568	13.11923727
569	13.10269052
570	13.0895223
571	13.08169308
572	13.0668334
573	13.0542579
574	13.03638564
575	13.022921
576	13.01141251
577	13.00857557
578	12.98982372
579	12.97463678
580	12.97317267
581	12.96542962
582	12.95271129
583	12.94051982
584	12.91707634
585	12.90724766
586	12.9006063
587	12.89037946
588	12.87780539
589	12.86115566
590	12.84813333
591	12.83695571
592	12.82313927
593	12.81360773
594	12.81125897
595	12.80670314
596	12.79617242
597	12.78774535
598	12.76610922
599	12.75547268
600	12.74655407
601	12.72615135
602	12.71625906
603	12.70931491
604	12.69820438
605	12.69345645
606	12.67681898
607	12.66319162
608	12.65224041
609	12.63863619
610	12.62785202
611	12.61492414
612	12.60814956
613	12.59634184
614	12.58490127
615	12.57217032
616	12.56383309
617	12.56255594
618	12.54839969
619	12.53989796
620	12.52842285
621	12.51523739
622	12.5147576
623	12.50578643
624	12.48859124
625	12.48147634
626	12.47419103
627	12.45920988
628	12.44949723
629	12.43985585
630	12.42684595
631	12.42264699
632	12.40840756
633	12.40791962
634	12.40656337
635	12.39401013
636	12.39362005
637	12.39293839
638	12.38107927
639	12.38070963
640	12.36916021
641	12.36182736
642	12.34934054
643	12.33811874
644	12.33717433
645	12.32083372
646	12.30967889
647	12.29557715
648	12.29203926
649	12.28884622
650	12.27823152
651	12.26898815
652	12.26731549
653	12.25290899
654	12.24107009
655	12.22749346
656	12.21646318
657	12.20816693
658	12.19315294
659	12.18043938
660	12.16794897
661	12.15602606
662	12.15053285
663	12.13816645
664	12.12941145
665	12.11793225
666	12.1066918
667	12.10042653
668	12.08391458
669	12.07507059
670	12.06305802
671	12.06074296
672	12.04809626
673	12.03749172
674	12.02315953
675	12.00826949
676	11.99899293
677	11.98630895
678	11.97966058
679	11.97343418
680	11.95720985
681	11.94006159
682	11.9279744
683	11.91431672
684	11.90075513
685	11.88503102
686	11.87701881
687	11.86142517
688	11.84668724
689	11.83880077
690	11.82856051
691	11.81987327
692	11.80779471
693	11.80125546
694	11.79139004
695	11.78946007
696	11.7769786
697	11.76748546
698	11.75492237
699	11.7535311
700	11.74143663
701	11.73775718
702	11.72958449
703	11.72047884
704	11.71440263
705	11.70280921
706	11.69896932
707	11.69002981
708	11.68164104
709	11.67051529
710	11.65904643
711	11.64478816
712	11.64072633
713	11.63431882
714	11.62186851
715	11.61595537
716	11.60319631
717	11.58961611
718	11.5784358
719	11.56576675
720	11.5553229
721	11.55015744
722	11.54448242
723	11.53767153
724	11.53546227
725	11.52452314
726	11.51774672
727	11.50925668
728	11.49629213
729	11.4862276
730	11.47402781
731	11.46424323
732	11.46383934
733	11.44770967
734	11.44351995
735	11.43580752
736	11.42195239
737	11.41508001
738	11.40650563
739	11.39570326
740	11.38058817
741	11.36943943
742	11.36857405
743	11.36401076
744	11.35237054
745	11.34273907
746	11.33087306
747	11.32269359
748	11.30975747
749	11.29817552
750	11.29060314
751	11.28372139
752	11.27236039
753	11.25998987
754	11.2536549
755	11.24221757
756	11.2340102
757	11.22843527
758	11.21485598
759	11.20559251
760	11.19504976
761	11.18014098
762	11.17540688
763	11.16757435
764	11.15395005
765	11.14761842
766	11.14216384
767	11.1370631
768	11.12411591
769	11.11607539
770	11.10107516
771	11.09188331
772	11.07711042
773	11.07107366
774	11.06326452
775	11.05590043
776	11.0535221
777	11.04182481
778	11.03546267
779	11.02731796
780	11.02487345
781	11.01369591
782	11.00379315
783	10.99456625
784	10.98542562
785	10.98050621
786	10.97261194
787	10.96435052
788	10.9569467
789	10.95423814
790	10.94931553
791	10.93771383
792	10.92661729
793	10.92108359
794	10.92016395
795	10.91337864
796	10.90980738
797	10.90300527
798	10.89300564
799	10.88152355
800	10.86955167
801	10.86422564
802	10.85445719
803	10.84235854
804	10.83849089
805	10.83073792
806	10.82380132
807	10.81423267
808	10.79838087
809	10.78761361
810	10.78168087
811	10.77928263
812	10.77526027
813	10.76493234
814	10.75145215
815	10.74835262
816	10.74066293
817	10.7301748
818	10.72088535
819	10.71774235
820	10.70510886
821	10.69788999
822	10.69005419
823	10.68163571
824	10.6756798
825	10.66691901
826	10.65785532
827	10.65163778
828	10.64254567
829	10.63366327
830	10.62836014
831	10.61954202
832	10.60892758
833	10.59819892
834	10.58652264
835	10.57933526
836	10.57706641
837	10.57657341
838	10.56758633
839	10.56433225
840	10.55302984
841	10.54847922
842	10.54143889
843	10.53215563
844	10.52136692
845	10.50871654
846	10.50570963
847	10.50078883
848	10.48712236
849	10.47801773
850	10.46772373
851	10.46121763
852	10.44598052
853	10.43945768
854	10.42922994
855	10.41853849
856	10.40427731
857	10.39448694
858	10.3882568
859	10.37671378
860	10.36668961
861	10.36252959
862	10.35480126
863	10.35220006
864	10.34878627
865	10.3398699
866	10.32888626
867	10.31730584
868	10.31171952
869	10.30332185
870	10.29225014
871	10.28739166
872	10.28466282
873	10.27426806
874	10.26830847
875	10.26026049
876	10.24809202
877	10.23506536
878	10.22644062
879	10.21440581
880	10.2077441
881	10.19910715
882	10.19683783
883	10.18965097
884	10.1797199
885	10.17930447
886	10.17176006
887	10.16302551
888	10.15608749
889	10.15575126
890	10.14609301
891	10.13324963
892	10.12715012
893	10.11999291
894	10.11037278
895	10.10370205
896	10.09844158
897	10.09400054
898	10.0851715
899	10.07733555
900	10.06894841
901	10.06220225
902	10.05005666
903	10.04323819
904	10.03647564
905	10.02649372
906	10.01830126
907	10.0175486
908	10.00598553
909	9.999340768
910	9.991624836
911	9.981471616
912	9.975426987
913	9.963923093
914	9.953739192
915	9.944331727
916	9.9370493
917	9.930195506
918	9.926916533
919	9.921127056
920	9.913652033
921	9.905021975
922	9.89799524
923	9.887075078
924	9.886669734
925	9.879578809
926	9.876737057
927	9.868093574
928	9.859916349
929	9.85091379
930	9.841239375
931	9.836118531
932	9.826464894
933	9.823632343
934	9.815923459
935	9.808552864
936	9.801719994
937	9.801397621
938	9.796860988
939	9.796512156
940	9.786898909
941	9.778200934
942	9.770434032
943	9.761162896
944	9.75283268
945	9.747547989
946	9.741120076
947	9.733683854
948	9.73021053
949	9.722994628
950	9.718022576
951	9.708658211
952	9.698829889
953	9.690298701
954	9.684014261
955	9.68070697
956	9.669556977
957	9.661412964
958	9.652220216
959	9.642415141
960	9.636109901
961	9.62616405
962	9.62351908
963	9.61901174
964	9.612275987
965	9.605746779
966	9.5994767
967	9.59624848
968	9.585293909
969	9.577003736
970	9.56701284
971	9.562226219
972	9.559776561
973	9.554122661
974	9.54691565
975	9.536524943
976	9.52727673
977	9.521627282
978	9.514331628
979	9.509228191
980	9.498797403
981	9.487958941
982	9.481227521
983	9.475589415
984	9.461014901
985	9.457786266
986	9.450829428
987	9.442208624
988	9.437147275
989	9.432743984
990	9.429023307
991	9.420856154
992	9.416526193
993	9.41056897
994	9.403270765
995	9.39493397
996	9.386378247
997	9.382478427
998	9.374136551
999	9.364824825
