iter	Logloss
0	0.6800840298
1	0.665815129
2	0.6502997002
3	0.6333928695
4	0.6174071488
5	0.6026778008
6	0.5912149347
7	0.5770216384
8	0.566215572
9	0.5556051825
10	0.5453862
11	0.5340645305
12	0.5273710063
13	0.5200543735
14	0.5132896227
15	0.5072195797
16	0.5013826561
17	0.4954527153
18	0.4906518358
19	0.4854205898
20	0.481000645
21	0.4763614594
22	0.4726792224
23	0.4685092014
24	0.4655829159
25	0.4631953858
26	0.4601649321
27	0.4574915059
28	0.4522052383
29	0.4498171061
30	0.4465135318
31	0.4431093985
32	0.4393934373
33	0.4376147698
34	0.4354197856
35	0.4326579535
36	0.4306428875
37	0.4293528083
38	0.4266666934
39	0.4253613086
40	0.4235183402
41	0.4221530617
42	0.4199320793
43	0.4183676307
44	0.4161564259
45	0.4146137071
46	0.4130382612
47	0.410836437
48	0.4098290469
49	0.4091837506
50	0.4080591475
51	0.4068183663
52	0.4058263539
53	0.4046993437
54	0.4020106374
55	0.4002994499
56	0.3990345579
57	0.3982832567
58	0.3978504789
59	0.3973773708
60	0.3965467822
61	0.3956880715
62	0.3947804109
63	0.3942866562
64	0.3925159527
65	0.3912565297
66	0.390971382
67	0.3906079717
68	0.3899121733
69	0.3894112531
70	0.3881372773
71	0.387027493
72	0.3856467548
73	0.3852240701
74	0.3842926876
75	0.3834282745
76	0.3829279544
77	0.3823805402
78	0.3818972162
79	0.3812734392
80	0.380426086
81	0.3802491192
82	0.3789461386
83	0.3773224934
84	0.3767433094
85	0.3758050351
86	0.3748697484
87	0.3743833433
88	0.3734846341
89	0.3732019415
90	0.3722552894
91	0.3719351896
92	0.3712227312
93	0.3707208533
94	0.3702289415
95	0.3698531474
96	0.3694788434
97	0.3691251919
98	0.3688372969
99	0.3685658421
100	0.3680219991
101	0.3675093153
102	0.3672702137
103	0.366726156
104	0.3664290379
105	0.3662655836
106	0.3654080005
107	0.3650506898
108	0.3648846589
109	0.3646244514
110	0.3643659668
111	0.364245937
112	0.3640899246
113	0.3636831189
114	0.3633985663
115	0.363160735
116	0.3626364656
117	0.3618032098
118	0.3613484287
119	0.3609511174
120	0.3606892419
121	0.360447829
122	0.360262598
123	0.3601032832
124	0.3598432003
125	0.3594334203
126	0.3592856674
127	0.3589903473
128	0.3587617236
129	0.3586904122
130	0.3583000785
131	0.3580148285
132	0.3574228551
133	0.357248539
134	0.3569299089
135	0.3566415895
136	0.356466488
137	0.3562516239
138	0.3559098535
139	0.3557953283
140	0.3556395424
141	0.3553558354
142	0.3545538296
143	0.35447532
144	0.3543482517
145	0.3542061163
146	0.3539912176
147	0.3539062617
148	0.3537033672
149	0.353381157
150	0.3531593407
151	0.3527872391
152	0.3526224448
153	0.3524712478
