iter	Passed	Remaining
0	7	6638
1	12	5714
2	19	5900
3	28	6371
4	35	6415
5	42	6313
6	49	6365
7	58	6474
8	69	6844
9	77	6918
10	85	6888
11	94	6996
12	102	7012
13	111	7080
14	120	7118
15	131	7274
16	137	7157
17	145	7138
18	152	7086
19	162	7165
20	170	7133
21	176	7036
22	182	6966
23	190	6950
24	202	7079
25	210	7082
26	222	7178
27	229	7152
28	240	7214
29	248	7215
30	256	7179
31	267	7244
32	274	7199
33	280	7156
34	286	7087
35	295	7091
36	304	7113
37	314	7139
38	322	7109
39	332	7152
40	342	7167
41	348	7112
42	353	7049
43	362	7057
44	370	7048
45	379	7037
46	387	7040
47	395	7024
48	402	6992
49	408	6940
50	418	6968
51	428	6994
52	440	7043
53	451	7069
54	459	7053
55	465	7009
56	476	7049
57	487	7078
58	496	7075
59	506	7092
60	515	7095
61	525	7104
62	532	7080
63	542	7088
64	553	7108
65	563	7125
66	573	7134
67	583	7136
68	589	7094
69	598	7100
70	605	7065
71	627	7220
72	640	7251
73	687	7678
74	702	7729
75	715	7754
76	723	7730
77	729	7682
78	739	7680
79	747	7666
80	755	7642
81	764	7623
82	783	7707
83	796	7738
84	810	7774
85	858	8123
86	882	8243
87	900	8311
88	935	8528
89	950	8557
90	962	8556
91	971	8533
92	978	8495
93	987	8470
94	1000	8476
95	1008	8449
96	1017	8420
97	1025	8390
98	1030	8340
99	1037	8296
100	1046	8275
101	1055	8258
102	1060	8203
103	1066	8161
104	1075	8141
105	1082	8108
106	1089	8073
107	1095	8035
108	1103	8004
109	1112	7990
110	1130	8034
111	1148	8077
112	1159	8074
113	1248	8608
114	1271	8676
115	1278	8639
116	1284	8595
117	1293	8571
118	1300	8536
119	1307	8499
120	1314	8462
121	1321	8427
122	1328	8390
123	1334	8353
124	1342	8321
125	1347	8278
126	1353	8235
127	1360	8205
128	1369	8183
129	1375	8149
130	1382	8114
131	1393	8108
132	1399	8070
133	1405	8035
134	1415	8019
135	1423	7995
136	1435	7993
137	1443	7970
138	1450	7940
139	1456	7908
140	1464	7884
141	1473	7863
142	1478	7826
143	1483	7790
144	1490	7758
145	1497	7734
146	1511	7742
147	1517	7711
148	1526	7694
149	1535	7677
150	1546	7670
151	1554	7648
152	1563	7634
153	1570	7606
154	1575	7572
155	1582	7548
156	1591	7529
157	1598	7506
158	1608	7496
159	1615	7470
160	1622	7445
161	1628	7419
162	1636	7401
163	1646	7387
164	1653	7364
165	1659	7338
166	1666	7315
167	1671	7282
168	1675	7248
169	1682	7223
170	1691	7211
171	1700	7196
172	1707	7174
173	1713	7147
174	1723	7139
175	1744	7176
176	1763	7202
177	1777	7210
178	1786	7194
179	1794	7176
180	1899	7545
181	1913	7547
182	1927	7552
183	1936	7533
184	1942	7508
185	1949	7483
186	1955	7457
187	1964	7439
188	1974	7426
189	1981	7404
190	1989	7385
191	1997	7366
192	2005	7345
193	2012	7323
194	2020	7304
195	2026	7278
196	2031	7249
197	2037	7222
198	2047	7212
199	2056	7196
200	2065	7181
201	2071	7158
202	2079	7139
203	2084	7112
204	2091	7089
205	2103	7087
206	2114	7077
207	2123	7063
208	2129	7041
209	2136	7020
210	2143	6999
211	2149	6977
212	2158	6961
213	2167	6948
214	2174	6929
215	2184	6917
216	2192	6902
217	2199	6882
218	2205	6856
219	2212	6839
220	2220	6821
221	2226	6799
222	2231	6775
223	2238	6755
224	2245	6737
225	2256	6728
226	2265	6715
227	2272	6697
228	2280	6681
229	2289	6669
230	2296	6651
231	2302	6630
232	2309	6610
233	2316	6592
234	2321	6570
235	2327	6548
236	2333	6527
237	2340	6509
238	2348	6495
239	2354	6475
240	2359	6452
241	2364	6429
242	2369	6406
243	2378	6394
244	2385	6376
245	2391	6357
246	2397	6337
247	2403	6319
248	2412	6307
249	2419	6290
250	2425	6272
251	2430	6251
252	2438	6235
253	2445	6220
254	2452	6203
255	2458	6183
256	2466	6171
257	2473	6155
258	2484	6148
259	2490	6130
260	2506	6136
261	2513	6121
262	2522	6109
263	2529	6093
264	2539	6085
265	2551	6081
266	2560	6069
267	2577	6078
268	2596	6091
269	2608	6086
270	2616	6073
271	2625	6060
272	2635	6052
273	2647	6049
274	2660	6046
275	2670	6037
276	2682	6033
277	2696	6032
278	2708	6027
279	2720	6022
280	2737	6029
281	2747	6020
282	2757	6012
283	2767	6001
284	2776	5992
285	2788	5985
286	2807	5996
287	2821	5996
288	2836	5997
289	2849	5994
290	2862	5990
291	2873	5983
292	2885	5977
293	2940	6060
294	2963	6077
295	2973	6067
296	2985	6060
297	2994	6049
298	3009	6048
299	3019	6039
300	3031	6031
301	3042	6023
302	3053	6017
303	3064	6007
304	3074	5997
305	3086	5990
306	3101	5990
307	3108	5974
308	3116	5960
309	3122	5943
310	3133	5935
311	3141	5919
312	3148	5905
313	3155	5889
314	3169	5886
315	3188	5891
316	3198	5881
317	3204	5864
318	3213	5852
319	3223	5842
320	3230	5827
321	3237	5810
322	3245	5797
323	3252	5782
324	3261	5769
325	3269	5757
326	3277	5742
327	3284	5728
328	3296	5722
329	3302	5705
330	3310	5691
331	3318	5677
332	3325	5662
333	3337	5655
334	3345	5641
335	3352	5627
336	3363	5619
337	3370	5603
338	3379	5592
339	3387	5579
340	3396	5568
341	3403	5552
342	3412	5541
343	3421	5530
344	3429	5517
345	3440	5509
346	3453	5503
347	3459	5487
348	3468	5475
