iter	F1	Logloss
248	0.85351381	0.3449982274
249	0.8536916991	0.3444977563
250	0.853751012	0.3443644319
251	0.8540617953	0.3438611883
252	0.8549202563	0.3435081511
253	0.8546828566	0.3433776
254	0.8551118292	0.3428822986
255	0.8556594595	0.3426100167
256	0.854860894	0.3422951257
257	0.8549931349	0.3419083989
258	0.8547421942	0.3415356679
259	0.8557188574	0.3411345149
260	0.8562665334	0.3405151376
261	0.8565763674	0.3399235128
262	0.8572549927	0.3395547841
263	0.8573739389	0.3393527791
264	0.8568265864	0.3390220685
265	0.8571833928	0.3385295283
266	0.8569454889	0.3382624635
267	0.8568142168	0.3379530968
268	0.8572307712	0.33749922
269	0.8572307712	0.3372480419
270	0.8586586104	0.3367314452
271	0.8592057621	0.3364153626
272	0.8589564481	0.3360374235
273	0.8590160404	0.3357470679
274	0.8593845549	0.3351792754
275	0.8598125488	0.3348943273
276	0.8606681975	0.3347137838
277	0.8614636798	0.3342319807
278	0.8618313591	0.3338694948
279	0.8625574652	0.3333181281
280	0.8625574652	0.3330763134
281	0.8621898531	0.3326354405
282	0.8620612008	0.3321857113
283	0.8620612008	0.3317792422
284	0.8621808045	0.3314655938
285	0.862488826	0.331191491
286	0.8629761794	0.3306885546
287	0.8626084732	0.3304912023
288	0.8635233514	0.3301591582
289	0.8638309089	0.3297913749
290	0.864505428	0.3294866819
291	0.86359142	0.32897913
292	0.8648124918	0.3286213282
293	0.865486048	0.3283511405
294	0.8654190805	0.3279610467
295	0.8659057669	0.3275848129
296	0.8661523834	0.3272295836
297	0.8664524155	0.3268744534
298	0.8676172212	0.3262645863
299	0.868043119	0.3260169031
300	0.8676115353	0.3257409269
301	0.8680977976	0.3254002645
302	0.8676115353	0.3249106448
303	0.8674255436	0.324532188
304	0.8674856349	0.3242127221
305	0.868157907	0.3239154081
306	0.8687092988	0.323432534
307	0.868157907	0.3230435714
308	0.8690701396	0.3226472585
309	0.8691904865	0.3224007014
310	0.8693108668	0.3220429892
311	0.8702872444	0.3215218689
312	0.8702872444	0.3212601237
313	0.8698014056	0.3209502892
314	0.8705320841	0.3206022438
315	0.8711984628	0.3202460036
316	0.871319025	0.3199193539
317	0.8710140941	0.3194303843
318	0.8711984628	0.3190976914
319	0.871442946	0.3187652247
320	0.8719916815	0.3185085749
321	0.8727784039	0.3180628734
322	0.8727784039	0.3177358488
323	0.8729594672	0.3175253014
324	0.872655161	0.3171705664
325	0.8728966766	0.3169363367
326	0.8729594672	0.3166430459
327	0.8738091595	0.3161055539
328	0.8739904266	0.3157807051
329	0.874233838	0.3154201079
330	0.8740525819	0.3149610554
331	0.8744770845	0.3146850574
332	0.8745375162	0.3141844805
333	0.8752652885	0.3136089502
334	0.8753257547	0.3131490152
335	0.8744756297	0.3126365279
336	0.8750212709	0.3121935573
337	0.8753853343	0.311854657
338	0.8757492515	0.3113666377
339	0.8754458542	0.3112441306
340	0.8762946858	0.3107238963
341	0.8761125751	0.3101947203
342	0.8767189341	0.3099322293
343	0.8773246392	0.3096236998
344	0.877566649	0.3091758958
345	0.8780501773	0.3089254549
346	0.878231973	0.3087776834
347	0.8786553397	0.3083619934
348	0.8784138439	0.3081755238
349	0.8787159762	0.3079482661
350	0.8783541423	0.3075645067
351	0.8787171295	0.3072890752
352	0.878051666	0.3069528274
353	0.8796231059	0.3066814009
354	0.8790192844	0.3063426287
355	0.8792620817	0.305964885
356	0.8798052183	0.3054774436
357	0.8795624185	0.3050421399
358	0.880347695	0.3046597193
359	0.8805298843	0.3043264036
360	0.8805883286	0.3041183263
361	0.8811324509	0.3036407804
362	0.8814942508	0.3034183313
363	0.88125397	0.3031135794
364	0.8816157955	0.3027823596
365	0.8819774761	0.3023960809
366	0.8815550189	0.302073862
367	0.8816765804	0.3019833824
368	0.8817373737	0.3016937744
369	0.8823998224	0.3014279234
370	0.8828828979	0.3011151386
371	0.8818589855	0.3008872442
372	0.8834267911	0.3002887543
373	0.8840272054	0.3000521523
374	0.8833659133	0.2997275588
375	0.8839663189	0.2994369638
376	0.883727079	0.2989301224
377	0.8839097758	0.2986665645
378	0.8849315752	0.2983175463
379	0.8843317635	0.2980026638
380	0.8843927003	0.2976782351
381	0.8857136291	0.2972178621
382	0.8857136291	0.2969257734
383	0.8856526584	0.2966647555
384	0.8856580629	0.2964539892
385	0.8868613673	0.2960107403
386	0.8884091184	0.2955966917
387	0.8888293363	0.2952514495
388	0.8889514952	0.2948465782
389	0.8897837675	0.2946253083
390	0.8897837675	0.294481608
391	0.8900812337	0.2939927666
392	0.8898448634	0.2936932858
393	0.8893105405	0.2934645421
394	0.8894250585	0.2932161389
395	0.8897837675	0.2928554311
396	0.8900812337	0.2926608714
397	0.8899059677	0.2924677047
398	0.889371645	0.2922041473
399	0.8893105405	0.2918422624
400	0.8902645586	0.291623089
401	0.8906841442	0.2912344918
402	0.8911036201	0.2909794355
403	0.8914618073	0.2907125626
404	0.8917586688	0.2904079006
405	0.8924131059	0.2900060603
406	0.8920646682	0.2896216303
407	0.8924226195	0.2893427936
408	0.892483857	0.2890756668
409	0.8926063571	0.2887389475
410	0.8926063571	0.2886313519
411	0.892309619	0.2881884272
412	0.8927901704	0.2879295417
413	0.8930966941	0.2876474263
414	0.8934546387	0.2875650603
415	0.8933933047	0.2874523424
416	0.8933420646	0.2871994556
417	0.893638691	0.2867805225
418	0.8939351584	0.2865751147
419	0.8946503838	0.2864123434
420	0.8948345976	0.2860601711
421	0.8951417892	0.2857052699
422	0.8950188872	0.2854310327
423	0.8954878894	0.2851092266
424	0.895610773	0.2846996211
425	0.895610773	0.2844034004
426	0.8960908783	0.2840163161
427	0.8962753543	0.2836503003
428	0.8963983806	0.2835868332
429	0.8962753543	0.2832292732
430	0.8965709241	0.2829532965
431	0.8966939579	0.2826927935
432	0.896927852	0.2824835535
433	0.8972846378	0.2823065892
434	0.8972846378	0.2821233346
435	0.8967554875	0.2818505375
436	0.8972846378	0.2815818346
437	0.897825955	0.2813423404
438	0.8981824934	0.2810429
439	0.8987853367	0.2806959272
440	0.8985521414	0.2804984761
441	0.8993745124	0.2801993941
442	0.8994361527	0.2798764957
443	0.8996211241	0.2796590668
444	0.9002239636	0.2794023787
445	0.8998678711	0.2791321728
446	0.8996827982	0.2790065217
447	0.9004708945	0.2787031091
448	0.9002382455	0.278430629
449	0.8996967494	0.2780876234
450	0.8996967494	0.2778144952
451	0.900162252	0.2776221726
452	0.9003474121	0.2772899148
453	0.900423547	0.2769628784
454	0.9008415449	0.2768159372
455	0.9014766854	0.2765409184
456	0.9018940414	0.2763253397
457	0.9014766854	0.2759647044
458	0.9014149121	0.275800608
459	0.9023268352	0.2753317125
460	0.9025743325	0.2750533883
461	0.9026362281	0.2748679319
462	0.9026362281	0.2744196021
463	0.9028679989	0.2740465719
464	0.9028061083	0.2738668186
465	0.9035167668	0.2733952344
466	0.9037025363	0.2730140178
467	0.903748056	0.2728322545
468	0.9035167668	0.2725719338
469	0.9039957458	0.2723290639
470	0.9041196417	0.2720887895
471	0.9040576895	0.272028117
472	0.9039338106	0.2716983591
473	0.9036406046	0.2714779099
474	0.9040576895	0.271251719
475	0.9042435715	0.2709057718
476	0.9041196417	0.2706410927
477	0.9036406046	0.2702297771
478	0.9047675722	0.2697772242
479	0.9051223018	0.2695665598
480	0.9052636192	0.2693509847
481	0.9054943579	0.2691145783
482	0.9058667201	0.2687418239
483	0.9062656005	0.2684307221
484	0.906327672	0.2682740997
485	0.9064958494	0.2678745408
486	0.9062656005	0.2676682175
487	0.906327672	0.2675670628
488	0.906389752	0.2673635398
489	0.9065139375	0.2670680817
490	0.9062835542	0.2667556086
491	0.9062214521	0.2664315958
492	0.9062214521	0.2662338438
493	0.906576043	0.2661120035
494	0.9067624106	0.2657877288
495	0.90701102	0.2654838313
496	0.9069488549	0.2654199999
497	0.9072412078	0.2651877421
498	0.907427739	0.2649552271
499	0.9074899331	0.264770767
500	0.9075521357	0.2646856716
501	0.9077821432	0.2644068896
502	0.9082608507	0.2640059892
503	0.9082608507	0.2637000959
504	0.9089067519	0.2635299499
505	0.9093851371	0.2632020758
506	0.9093228666	0.2629710871
507	0.9092606045	0.262663706
508	0.9094474162	0.2623009242
509	0.9094474162	0.2619391442
510	0.9094474162	0.2616843556
511	0.9102170819	0.2615270715
512	0.9107158795	0.2611177327
513	0.9106534999	0.2609655487
514	0.9114852959	0.2606013882
515	0.911610145	0.2603383283
516	0.9117350284	0.2601368741
517	0.9117350284	0.259860916
518	0.9114228841	0.259700848
519	0.9117137607	0.259540547
520	0.9119010313	0.2594316595
521	0.9121293268	0.2592623225
522	0.9118385992	0.2590981301
523	0.9117137607	0.2587858506
524	0.9118385992	0.2586138235
525	0.9117137607	0.2583332301
526	0.9115889563	0.2580858254
527	0.9123166583	0.2578024642
528	0.912419899	0.257475661
529	0.9125854583	0.2572534546
530	0.9127103161	0.2571360913
531	0.9128352081	0.2569175722
532	0.9128352081	0.2566588135
533	0.9124415888	0.2563016268
534	0.9124007959	0.2560171595
535	0.9124007959	0.2557172633
536	0.9126915524	0.2554804263
537	0.9127540647	0.2552953268
538	0.9127540647	0.2550125533
539	0.9128165855	0.2547749805
540	0.9129821534	0.2546323831
541	0.9134601809	0.2543988799
542	0.9132322667	0.2541415781
543	0.9137104097	0.2538989472
544	0.9140007224	0.2536959103
545	0.9144160583	0.2534941186
546	0.9146038902	0.2532540156
547	0.9139607756	0.2530765137
548	0.9144389748	0.2528962146
549	0.9154970274	0.2525582986
550	0.9154343591	0.2523929405
551	0.9153716994	0.2522605984
552	0.9150818268	0.2520401062
553	0.9155597043	0.2517021774
554	0.9155597043	0.2514180012
555	0.9165152819	0.251120941
556	0.9168047178	0.250999364
557	0.9171567483	0.2507954349
558	0.9169302188	0.2505784989
559	0.9169302188	0.2503393035
560	0.9169929821	0.25015891
561	0.9169929821	0.2500929005
562	0.9172822725	0.2499467176
563	0.9176341863	0.2495912811
564	0.9172441215	0.2493846054
565	0.9175962333	0.2491612923
566	0.9178853843	0.248937783
567	0.9178853843	0.2488659021
568	0.9182372047	0.2487659959
569	0.9178853843	0.2485380664
570	0.9179482052	0.2484379929
571	0.9183000373	0.2481282217
572	0.9183000373	0.2477996556
573	0.9183628784	0.247748536
574	0.9183628784	0.247425594
575	0.9183000373	0.24728701
576	0.9184004046	0.2470389859
577	0.9185260499	0.2468839408
578	0.9183628784	0.246647914
579	0.9183881929	0.2464627063
580	0.9185139812	0.24628224
581	0.9186143291	0.2460381454
582	0.9187401061	0.2458347326
583	0.9184510827	0.24568408
584	0.9184510827	0.245661491
585	0.9185139812	0.2454999475
586	0.9185139812	0.2453473112
587	0.9189917634	0.2451144939
588	0.9197582219	0.2447464956
589	0.9200101442	0.2446036559
590	0.9199838409	0.2444314394
591	0.9192435587	0.2441749746
592	0.9200101442	0.2440078577
593	0.9204247556	0.2436242114
594	0.9205508089	0.2433724436
595	0.9204877779	0.2431162365
596	0.9210284123	0.2428211336
597	0.9210284123	0.2424909582
598	0.9221452242	0.2421604702
599	0.921857216	0.2419837294
600	0.9219834421	0.2418511906
601	0.9217583973	0.2417243557
602	0.9214700725	0.2416145373
603	0.9226855879	0.2414750616
604	0.9226224476	0.241343988
605	0.9228750606	0.2411154816
606	0.9228750606	0.2409095635
607	0.9238641361	0.2406154053
608	0.923289145	0.2403868473
609	0.9238927928	0.2401287783
610	0.9238295604	0.2398728677
611	0.9240192835	0.2396863278
612	0.9233807019	0.2393539219
613	0.9245940064	0.2391508408
614	0.9249444044	0.2389692331
615	0.9249783594	0.2386607919
616	0.9252651761	0.2385068423
617	0.9252651761	0.2383122711
618	0.9249783594	0.2381417906
619	0.9249444044	0.2380263873
620	0.9254845492	0.2377996938
621	0.9250709636	0.2375571037
622	0.9250709636	0.2375164922
623	0.9250709636	0.2374959901
624	0.9253579498	0.2373088807
625	0.9257713876	0.2370690718
626	0.9264079261	0.2368224259
627	0.9268843306	0.2366162698
628	0.9270744308	0.2364029651
629	0.9271378149	0.2361611123
630	0.9271050265	0.2359737942
631	0.9272646091	0.2358839971
632	0.9272646091	0.2355195445
633	0.9276776966	0.2352809519
634	0.9281229111	0.2350893967
635	0.9282184967	0.2348719042
636	0.9292017598	0.2346259467
637	0.9292017598	0.2344739848
638	0.929518945	0.2342866614
639	0.9288846454	0.234099302
640	0.9292970564	0.233865202
641	0.9301526553	0.2336537572
642	0.9298676077	0.2334770659
643	0.9301526553	0.2332765706
644	0.9306280152	0.2330347587
645	0.9306915205	0.2327959951
646	0.9306915205	0.2326383213
647	0.9308820885	0.2324312304
648	0.9307878134	0.232245084
649	0.9309785301	0.2320285873
650	0.9310091772	0.2317264906
651	0.9312303928	0.2315391721
652	0.9314210724	0.2313749535
653	0.9312634587	0.2311699282
654	0.9306934495	0.2307165963
655	0.9309785301	0.2305167166
656	0.9305663014	0.2302858179
657	0.9309149492	0.2301945666
658	0.9309149492	0.229993459
659	0.9312634587	0.229619975
660	0.9312634587	0.2294806136
661	0.9314846496	0.2292734663
662	0.9322145732	0.2290199105
663	0.9321509327	0.2287798598
664	0.9321509327	0.2286933087
665	0.9330675834	0.2283664582
666	0.9329402964	0.2281698946
667	0.9332879671	0.2280356749
668	0.9339538938	0.2278352265
669	0.9340175986	0.2276238406
670	0.9340175986	0.2275844166
671	0.9340813121	0.2275198335
672	0.9341450342	0.2271908471
673	0.9341450342	0.2270121948
674	0.9341450342	0.2267864945
675	0.9344287851	0.2266098067
676	0.9344287851	0.2263152217
677	0.9342376375	0.2259131398
678	0.9344287851	0.2257116207
679	0.9355622794	0.2254506187
680	0.9362278766	0.2250129536
681	0.9363554796	0.2248689036
682	0.93661079	0.2246279855
683	0.9368936641	0.2244701136
684	0.9372402416	0.224255206
685	0.9378052426	0.2241119255
686	0.9378052426	0.2240058677
687	0.9375866821	0.2237739132
688	0.9375866821	0.2235378553
689	0.9376505557	0.2233763481
690	0.9376505557	0.2232540781
691	0.9373951136	0.2229772116
692	0.9375228172	0.2227978105
693	0.9376505557	0.2226023768
694	0.9378422287	0.2223477033
695	0.9379061371	0.2222442996
696	0.9378422287	0.2220280089
697	0.9384708647	0.2218028294
698	0.9385987166	0.2216193699
699	0.9388545249	0.2215182094
700	0.9385082599	0.2214404651
701	0.9385082599	0.2213697223
702	0.9385722229	0.2211580767
703	0.9385722229	0.2210268783
704	0.9390464727	0.2208754736
705	0.9386361945	0.2206581077
706	0.9393286313	0.2204587604
707	0.9389184988	0.220257468
708	0.9389824814	0.2200732599
709	0.9391104727	0.2197895854
710	0.9393926335	0.2196841499
711	0.9393926335	0.2196616467
712	0.9393926335	0.219461005
713	0.9394566445	0.2192992276
714	0.9398667098	0.2191058132
715	0.9401485771	0.2188280096
716	0.9406224518	0.218544079
717	0.9402766689	0.2184931008
718	0.9404047955	0.2182076733
719	0.9404047955	0.2180453134
720	0.9406224518	0.217893802
721	0.9412244731	0.2177225938
722	0.941071124	0.21757478
723	0.9411993946	0.2172819189
724	0.941480988	0.2172521066
725	0.9409817977	0.2170691454
726	0.941673466	0.2167708452
727	0.9415451386	0.2165629439
728	0.9418907458	0.216314065
729	0.941954916	0.2161576816
730	0.9417376428	0.2159864095
731	0.9425815503	0.215856097
732	0.9425173672	0.2155987645
733	0.9431193819	0.2154202068
734	0.9432478484	0.215212911
735	0.942774152	0.2151124995
736	0.942902597	0.2149326841
737	0.9430310769	0.2146943352
738	0.942902597	0.2145402293
739	0.9435929633	0.2143255401
740	0.9434644752	0.2142196225
741	0.9436809574	0.2140332984
742	0.9437451904	0.2138291085
743	0.9436809574	0.2136844658
744	0.9437451904	0.2133438785
745	0.9435525176	0.2131354463
746	0.9434883108	0.2130366257
747	0.9435525176	0.2127840685
748	0.9435525176	0.2125268691
749	0.9437451904	0.2122965725
750	0.9437451904	0.2119824744
751	0.9443704192	0.2117904175
752	0.9444346738	0.2116548298
753	0.9442185139	0.2114727189
754	0.944563209	0.2112408743
755	0.9444113502	0.2110856704
756	0.9448203846	0.2108902901
757	0.9448203846	0.2106958907
758	0.9446042653	0.2105777597
759	0.9446042653	0.2103576718
760	0.9448847004	0.2102288803
761	0.9445399515	0.2099862671
762	0.9446685878	0.2097295197
763	0.945229313	0.2095512842
764	0.9453579923	0.2093809753
765	0.9455094522	0.2092520186
766	0.9453579923	0.2089963856
767	0.9455737895	0.2088582498
768	0.9450133582	0.2087523871
769	0.9462623343	0.2084471503
770	0.9460468521	0.2082344966
771	0.9463267017	0.2079956641
772	0.946584259	0.2077109448
773	0.9467130902	0.2075414421
774	0.9469928028	0.2072548088
775	0.9470572335	0.2070457201
776	0.9470572335	0.206907395
777	0.9471861211	0.2068155452
778	0.9471216729	0.2064764435
779	0.9473150439	0.2063640317
780	0.9473795184	0.206127277
781	0.9472287659	0.2058860211
782	0.9472932649	0.2058141779
783	0.9472287659	0.2055831997
784	0.9472932649	0.2054651332
785	0.9472287659	0.205096817
786	0.9472287659	0.2047630822
787	0.9470133864	0.2046217842
788	0.9470133864	0.2045807104
789	0.9470133864	0.2044386709
790	0.9470778922	0.2042722732
791	0.9473577727	0.2041670434
792	0.9477665501	0.2039333809
793	0.9475513487	0.2036887222
794	0.9476804433	0.2034757309
795	0.9477450038	0.2033651391
796	0.948153898	0.2031845409
797	0.948153898	0.202984316
798	0.9481325516	0.2028002423
799	0.9483264444	0.2025436867
800	0.948735514	0.2022990048
801	0.9490151289	0.2021200558
802	0.948735514	0.2019694911
803	0.9489295446	0.2018415159
804	0.9489295446	0.2017130846
805	0.9489295446	0.2014719789
806	0.9494886367	0.2012254749
807	0.9495533349	0.2010935112
808	0.9498973686	0.2009436367
809	0.9498326598	0.2006069344
810	0.9498973686	0.2004561845
811	0.9496180419	0.2002849855
812	0.9496180419	0.2001105344
813	0.9497474824	0.2000001717
814	0.9497474824	0.1998933283
815	0.9498122158	0.1998253046
816	0.9498122158	0.1997772373
817	0.9498122158	0.1996636595
818	0.9494680033	0.1995199431
819	0.9491883755	0.1993965457
820	0.949532735	0.1992143361
821	0.9494680033	0.1989974053
822	0.9494473477	0.1986953719
823	0.9491675636	0.1985649193
824	0.9491028092	0.1984539136
825	0.9491675636	0.1984357628
826	0.9491028092	0.1981377836
827	0.9493825914	0.1978322525
828	0.9496622247	0.1976932551
829	0.9497917498	0.1976548066
830	0.9502858068	0.1974260585
831	0.9502858068	0.1973168164
832	0.9506297682	0.1971240296
833	0.9504153568	0.1970615534
834	0.9503505774	0.1968503131
835	0.9502858068	0.1966757256
836	0.9505002323	0.1964388859
837	0.950221045	0.1962692175
838	0.950091548	0.1960382802
839	0.9501562921	0.1959365201
840	0.9505649958	0.1957967801
841	0.9503505774	0.1956838326
842	0.951103186	0.1954442466
843	0.9512524893	0.1952800528
844	0.9515312368	0.195055241
845	0.9515312368	0.1949403091
846	0.9515960321	0.1948055745
847	0.9520690774	0.1946178307
848	0.9515960321	0.1944779102
849	0.9522827104	0.1943927708
850	0.9522178939	0.194326121
851	0.952625846	0.1940252668
852	0.9526906819	0.1938490888
853	0.9534414332	0.1935308272
854	0.9535063078	0.1932903126
855	0.9535711911	0.1931262548
856	0.9532282845	0.1929714097
857	0.9536360833	0.1927095201
858	0.9537009844	0.1926805841
859	0.9538490684	0.1925686314
860	0.9539139623	0.1923771851
861	0.9539139623	0.1923459829
862	0.9541267981	0.1922033754
863	0.954256598	0.1920282659
864	0.9543864332	0.1918541887
865	0.9547289546	0.1916315454
866	0.954793896	0.1914311282
867	0.9545812523	0.1911948928
868	0.9544513641	0.191060676
869	0.9545163038	0.1909778492
870	0.954793896	0.1908078146
871	0.954793896	0.1907768518
872	0.9550713408	0.1906647844
873	0.955478554	0.1904807839
874	0.955478554	0.1904652537
875	0.955331201	0.1903737365
876	0.9554611841	0.1901635223
877	0.9552487328	0.1899680616
878	0.9555261889	0.1899043975
879	0.9553961881	0.1897239328
880	0.9556734937	0.1896291661
881	0.9560156513	0.1894634467
882	0.9560327142	0.1893046524
883	0.9564226923	0.1890345399
