iter	Accuracy	Logloss
883	0.8578838174	0.3483890069
884	0.8578838174	0.3483364608
885	0.8578838174	0.3482640717
886	0.8578838174	0.3481240716
887	0.8578838174	0.3479608465
888	0.8578838174	0.3478985152
889	0.8578838174	0.3477519096
890	0.8578838174	0.3476620977
891	0.8578838174	0.3476084537
892	0.8578838174	0.3475180516
893	0.8582295989	0.3474339541
894	0.8582295989	0.3473409752
895	0.8582295989	0.3472906528
896	0.8582295989	0.3471732518
897	0.8582295989	0.3470939059
898	0.8582295989	0.347012943
899	0.8582295989	0.3468804418
900	0.8582295989	0.3467294401
901	0.8582295989	0.3466448641
902	0.8582295989	0.3465107409
903	0.8585753804	0.3464163141
904	0.8582295989	0.3462971573
905	0.8585753804	0.3462526257
906	0.8589211618	0.3461281578
907	0.8596127248	0.3459645663
908	0.8599585062	0.3458144531
909	0.8603042877	0.3457669403
910	0.8599585062	0.3456932397
911	0.8599585062	0.345521177
912	0.8599585062	0.3454072228
913	0.8599585062	0.3452837899
914	0.8599585062	0.345184835
915	0.8603042877	0.3450186153
916	0.8603042877	0.3449462009
917	0.8606500692	0.3448356021
918	0.8606500692	0.3446788441
919	0.8606500692	0.3446369424
920	0.8606500692	0.344529232
921	0.8606500692	0.3444906255
922	0.8609958506	0.3444373404
923	0.8609958506	0.3442780836
924	0.8609958506	0.3441532708
925	0.8613416321	0.344004314
926	0.8613416321	0.3439580318
927	0.8616874136	0.3438491644
928	0.8616874136	0.3437663729
929	0.8616874136	0.3437195978
930	0.8616874136	0.3436656923
931	0.8616874136	0.3436064923
932	0.8616874136	0.3435165119
933	0.8616874136	0.3434637491
934	0.8616874136	0.3433676174
935	0.862033195	0.3432356227
936	0.862033195	0.3432053545
937	0.8623789765	0.3431399683
938	0.8623789765	0.3430062901
939	0.8623789765	0.3428412609
940	0.862033195	0.3427274599
941	0.862033195	0.3426032134
942	0.862033195	0.3423917834
943	0.8623789765	0.3422978895
944	0.8623789765	0.342194879
945	0.8623789765	0.3421495616
946	0.862033195	0.3420854866
947	0.8623789765	0.3419876242
948	0.8623789765	0.3419115843
949	0.8623789765	0.3417927427
950	0.8623789765	0.3416782883
951	0.8623789765	0.34164474
952	0.8623789765	0.3415919564
953	0.8623789765	0.3414314797
954	0.862724758	0.3413403039
955	0.862724758	0.3411836279
956	0.862724758	0.3411464499
957	0.862724758	0.3410622848
958	0.862724758	0.3409089176
959	0.8634163209	0.3407670335
960	0.8637621024	0.3406191137
961	0.8637621024	0.3404482646
962	0.8634163209	0.340317054
963	0.8634163209	0.3402189558
964	0.8644536653	0.340138967
965	0.8641078838	0.3400350653
966	0.8637621024	0.3399494744
967	0.8637621024	0.3397895833
968	0.8641078838	0.3396735422
969	0.8644536653	0.3395678051
970	0.8641078838	0.3394961055
971	0.8641078838	0.339369856
972	0.8641078838	0.3392584377
973	0.8644536653	0.3391706745
974	0.8644536653	0.3391023824
975	0.8647994467	0.3390668452
976	0.8651452282	0.3389579791
977	0.8651452282	0.3388850503
978	0.8651452282	0.3388563217
979	0.8651452282	0.3387802586
980	0.8647994467	0.3387248079
981	0.8651452282	0.3385985225
982	0.8651452282	0.338455729
983	0.8651452282	0.3383902676
984	0.8654910097	0.3383136012
985	0.8658367911	0.3382177583
986	0.8658367911	0.3381683568
987	0.8658367911	0.3380362353
988	0.8658367911	0.3379257112
989	0.8658367911	0.3378458717
990	0.8661825726	0.3377023586
991	0.8661825726	0.3375732207
992	0.8658367911	0.3374668492
993	0.8658367911	0.3373845968
994	0.8658367911	0.3372735085
995	0.8658367911	0.3372104848
996	0.8658367911	0.3370659582
997	0.8658367911	0.3369500462
998	0.8658367911	0.3368654138
999	0.8658367911	0.3367734486
