iter	Accuracy	Logloss
202	0.8170816044	0.4291014042
203	0.8174273859	0.4289525405
204	0.8177731674	0.4286953388
205	0.8181189488	0.428403573
206	0.8181189488	0.4282381422
207	0.8181189488	0.4280719819
208	0.8181189488	0.427781313
209	0.8184647303	0.4275634678
210	0.8181189488	0.4273829583
211	0.8181189488	0.4272735223
212	0.8184647303	0.427155434
213	0.8184647303	0.4268723573
214	0.8184647303	0.4267033461
215	0.8188105118	0.4265420281
216	0.8191562932	0.4263252725
217	0.8191562932	0.4261368658
218	0.8191562932	0.425895212
219	0.8191562932	0.4256794036
220	0.8195020747	0.4255659386
221	0.8198478562	0.4252666533
222	0.8198478562	0.4251138865
223	0.8198478562	0.4249199615
224	0.8198478562	0.4246890444
225	0.8198478562	0.4246351043
226	0.8198478562	0.4244457901
227	0.8205394191	0.4242272818
228	0.8205394191	0.4240248848
229	0.8201936376	0.4238582196
230	0.8208852006	0.4236520186
231	0.8208852006	0.4235441922
232	0.8205394191	0.4233959633
233	0.8201936376	0.4232413012
234	0.8201936376	0.4230407668
235	0.8201936376	0.4229255949
236	0.8198478562	0.4226879144
237	0.8198478562	0.4225375351
238	0.8201936376	0.4223177228
239	0.8205394191	0.4221053658
240	0.8205394191	0.4219050481
241	0.8205394191	0.4217134216
242	0.8205394191	0.4215630038
243	0.8205394191	0.4214602163
244	0.8205394191	0.4213212237
245	0.8205394191	0.4211427582
246	0.8205394191	0.4209604859
247	0.8205394191	0.420810308
248	0.8205394191	0.42062418
249	0.8208852006	0.4204851088
250	0.8208852006	0.420396532
251	0.8205394191	0.4202965907
252	0.8205394191	0.4200119619
253	0.8205394191	0.4198467168
254	0.8205394191	0.4196834039
255	0.8201936376	0.4194614298
256	0.8201936376	0.4193416415
257	0.8201936376	0.4192137438
258	0.8201936376	0.4190895394
259	0.8201936376	0.4189209714
260	0.8201936376	0.4187230371
261	0.8208852006	0.4185007479
262	0.8208852006	0.4183966831
263	0.8205394191	0.4183022681
264	0.8208852006	0.4181528048
265	0.8215767635	0.4180072402
266	0.8215767635	0.4178689398
267	0.821922545	0.4177790438
268	0.821922545	0.417572538
269	0.821922545	0.4174417985
270	0.821922545	0.4172555782
271	0.821230982	0.417105996
272	0.8215767635	0.4170395346
273	0.821230982	0.4168566959
274	0.821230982	0.4167702841
275	0.821922545	0.4166330312
276	0.8215767635	0.4164661915
277	0.821922545	0.4162806209
278	0.821922545	0.4160270202
279	0.821922545	0.4158521169
280	0.821922545	0.415736396
281	0.8215767635	0.4155829775
282	0.8215767635	0.4154564357
283	0.8222683264	0.4153246791
284	0.8222683264	0.4152129381
285	0.8226141079	0.415074106
286	0.8229598893	0.414985351
287	0.8226141079	0.4148902094
288	0.8229598893	0.4148022596
289	0.8233056708	0.4146401185
290	0.8236514523	0.4144914045
291	0.8239972337	0.4143879083
292	0.8243430152	0.414280599
293	0.8239972337	0.4141427906
294	0.8239972337	0.4140043764
295	0.8239972337	0.4139330239
296	0.8243430152	0.4138833836
297	0.8243430152	0.4137749888
298	0.8246887967	0.4135940263
299	0.8243430152	0.4134334858
300	0.8246887967	0.4133256612
301	0.8246887967	0.413137173
302	0.8246887967	0.4130212109
303	0.8243430152	0.412874181
304	0.8239972337	0.4127325877
305	0.8239972337	0.4126020227
306	0.8239972337	0.4124880381
307	0.8243430152	0.4123384449
308	0.8243430152	0.4122708121
309	0.8243430152	0.4121779166
310	0.8243430152	0.4120864044
311	0.8246887967	0.4119423488
312	0.8250345781	0.4118602002
313	0.8250345781	0.4117510748
314	0.8250345781	0.411628193
315	0.8250345781	0.4115417605
316	0.8250345781	0.4114688674
317	0.8250345781	0.4113014374
318	0.8253803596	0.41114891
319	0.8253803596	0.410975327
320	0.8253803596	0.4108962625
321	0.8253803596	0.4108054485
322	0.8257261411	0.4107760725
323	0.8253803596	0.4107066088
324	0.8253803596	0.4105733365
325	0.8253803596	0.4104682309
326	0.8253803596	0.4103381394
327	0.8257261411	0.4102544702
328	0.8257261411	0.4101240483
329	0.8257261411	0.4100253623
330	0.8260719225	0.4099244368
331	0.8257261411	0.4098388637
332	0.8267634855	0.4096759165
333	0.8260719225	0.4095491935
334	0.8267634855	0.409388598
335	0.8267634855	0.4093039859
336	0.8267634855	0.4090665319
337	0.8267634855	0.4089174634
338	0.8267634855	0.4087726686
339	0.8267634855	0.4087089829
340	0.8271092669	0.4086054336
341	0.8271092669	0.4085020647
342	0.8274550484	0.4083798643
343	0.8274550484	0.4083130936
344	0.8274550484	0.4081963785
345	0.8274550484	0.4080399477
346	0.8274550484	0.4079627776
347	0.8271092669	0.4078983009
348	0.8278008299	0.4078024919
349	0.8274550484	0.4077377859
350	0.8274550484	0.4076084763
351	0.8278008299	0.4075516676
352	0.8278008299	0.4074235085
353	0.8281466113	0.4073073431
354	0.8281466113	0.4072568696
355	0.8281466113	0.4071293547
356	0.8281466113	0.4070419351
357	0.8281466113	0.4069826349
358	0.8281466113	0.4069281325
359	0.8281466113	0.406854298
360	0.8284923928	0.4068080741
361	0.8284923928	0.4067461606
362	0.8281466113	0.4066594362
363	0.8278008299	0.4065767344
364	0.8274550484	0.4064830634
365	0.8274550484	0.4064020408
366	0.8271092669	0.4063146425
367	0.8271092669	0.4061077566
368	0.8281466113	0.4060163028
369	0.8281466113	0.4059801568
370	0.8278008299	0.4059012893
371	0.8281466113	0.4058247145
372	0.8281466113	0.4056803451
373	0.8284923928	0.4055675273
374	0.8281466113	0.4054504912
375	0.8288381743	0.4053867105
376	0.8284923928	0.405225534
377	0.8284923928	0.4051109865
378	0.8281466113	0.4049228073
379	0.8284923928	0.4047585041
380	0.8284923928	0.4046986314
381	0.8284923928	0.4046329181
382	0.8281466113	0.4045640544
383	0.8281466113	0.4044780106
384	0.8288381743	0.4043876986
385	0.8288381743	0.4042645684
386	0.8288381743	0.4042144909
387	0.8288381743	0.4041024679
388	0.8288381743	0.4040535822
389	0.8288381743	0.4039528582
390	0.8284923928	0.4038527573
391	0.8284923928	0.4037138727
392	0.8291839557	0.4036182059
393	0.8295297372	0.4034827395
394	0.8291839557	0.4033872039
395	0.8291839557	0.4032930515
396	0.8302213001	0.4031319716
397	0.8302213001	0.4030275971
398	0.8305670816	0.4029437418
399	0.8305670816	0.4028956838
400	0.8302213001	0.4028168053
401	0.8302213001	0.4027527044
402	0.8302213001	0.4026725416
403	0.8305670816	0.4026158251
404	0.8302213001	0.4025164502
405	0.8298755187	0.402373326
406	0.8291839557	0.4022833978
407	0.8298755187	0.4021920452
408	0.8298755187	0.4020834817
409	0.8298755187	0.4019553162
410	0.8302213001	0.401797109
411	0.8305670816	0.4016966403
412	0.8309128631	0.4014975494
413	0.8312586445	0.4013430375
414	0.8312586445	0.4012958186
415	0.8312586445	0.4012265917
416	0.8312586445	0.4010573279
417	0.8309128631	0.4009511978
418	0.8305670816	0.400774749
419	0.8309128631	0.4006788125
420	0.8309128631	0.4005869179
421	0.8309128631	0.4005317575
422	0.8309128631	0.4003711738
423	0.8312586445	0.4002529123
424	0.8319502075	0.4001044346
425	0.8319502075	0.4000005181
426	0.8319502075	0.3998708304
427	0.831604426	0.3998029795
428	0.831604426	0.399767465
429	0.831604426	0.3996777792
430	0.831604426	0.3995323743
431	0.8312586445	0.3994399915
432	0.8319502075	0.3992764881
433	0.831604426	0.399202536
434	0.8319502075	0.3990886951
435	0.8319502075	0.3989314493
436	0.8322959889	0.3988249108
437	0.8319502075	0.3987307895
438	0.8319502075	0.3986622787
439	0.8322959889	0.3985506448
440	0.8322959889	0.3984762345
441	0.8319502075	0.3983836558
442	0.8319502075	0.3983115933
443	0.8322959889	0.3982307734
444	0.8322959889	0.3981396057
445	0.8322959889	0.3980464468
446	0.8322959889	0.3979780679
447	0.8319502075	0.3979214694
448	0.8319502075	0.3978295395
449	0.8319502075	0.3977203801
450	0.8319502075	0.3975756068
451	0.8322959889	0.3974813696
452	0.8319502075	0.3973678127
453	0.8319502075	0.397281853
454	0.8319502075	0.3971328658
455	0.8319502075	0.3970524054
456	0.8322959889	0.3969576402
457	0.8322959889	0.3968693553
458	0.8322959889	0.3967722207
459	0.8322959889	0.396665397
460	0.8322959889	0.3965101257
461	0.8322959889	0.3964244085
462	0.8322959889	0.3963795837
463	0.8322959889	0.3962093182
464	0.8326417704	0.3960607214
465	0.8329875519	0.3959644617
466	0.8329875519	0.3957333513
467	0.8333333333	0.3956728704
468	0.8333333333	0.3955399116
469	0.8333333333	0.3954821459
470	0.8333333333	0.3953643948
471	0.8336791148	0.3952565405
472	0.8336791148	0.3950711915
473	0.8336791148	0.3949469869
474	0.8340248963	0.394858436
475	0.8340248963	0.3948259891
476	0.8340248963	0.394730897
477	0.8340248963	0.3946194844
478	0.8340248963	0.394527162
479	0.8340248963	0.3943968651
480	0.8340248963	0.3943245302
481	0.8340248963	0.3942553238
482	0.8340248963	0.3941832593
483	0.8340248963	0.3940853948
484	0.8340248963	0.3938658388
485	0.8343706777	0.3937765257
486	0.8343706777	0.3936671644
487	0.8343706777	0.3935527614
488	0.8343706777	0.3933805717
489	0.8347164592	0.3932903212
490	0.8347164592	0.3932060414
491	0.8347164592	0.3930442912
492	0.8347164592	0.392975789
493	0.8347164592	0.3928967882
494	0.8347164592	0.3927738571
495	0.8347164592	0.3926488295
496	0.8347164592	0.3925581589
497	0.8347164592	0.3924966451
498	0.8347164592	0.3924011838
499	0.8347164592	0.3922959876
500	0.8350622407	0.3921661336
501	0.8350622407	0.3921101449
502	0.8350622407	0.39205902
503	0.8350622407	0.3919126102
504	0.8350622407	0.3918784012
505	0.8350622407	0.3917354382
506	0.8350622407	0.3916500375
507	0.8350622407	0.3915798705
508	0.8350622407	0.3914446918
509	0.8350622407	0.3913813336
510	0.8347164592	0.3912784114
511	0.8347164592	0.3911523615
512	0.8347164592	0.3910615052
513	0.8347164592	0.390919572
514	0.8347164592	0.3908278111
515	0.8350622407	0.3907172207
516	0.8350622407	0.3906139144
517	0.8350622407	0.3904951685
518	0.8350622407	0.3903923178
519	0.8350622407	0.3902538819
520	0.8350622407	0.3900960755
521	0.8350622407	0.3900354021
522	0.8347164592	0.3899054916
523	0.8350622407	0.3897708918
524	0.8350622407	0.3897006419
525	0.8354080221	0.3895553889
526	0.8350622407	0.3893549873
527	0.8350622407	0.3892312048
528	0.8357538036	0.3890808492
529	0.8364453665	0.3889229842
530	0.8364453665	0.3888228896
531	0.8360995851	0.3887110157
532	0.8360995851	0.3886430873
533	0.8360995851	0.3884879378
534	0.8360995851	0.3883859486
535	0.8364453665	0.3882181679
536	0.836791148	0.3881035594
537	0.8364453665	0.3879902828
538	0.836791148	0.3878384846
539	0.8364453665	0.3876993442
540	0.8357538036	0.387619749
541	0.8357538036	0.3874097623
542	0.8357538036	0.3873063596
543	0.8354080221	0.3871845948
544	0.8347164592	0.3870429722
545	0.8350622407	0.386928177
546	0.8354080221	0.3868121352
547	0.8354080221	0.3867673166
548	0.8354080221	0.3866635454
549	0.8354080221	0.3865237069
550	0.8357538036	0.3863712384
551	0.8357538036	0.386275494
552	0.8357538036	0.3861666593
553	0.8357538036	0.3860012984
554	0.8364453665	0.3859027195
555	0.8364453665	0.3858316768
556	0.8360995851	0.3856834336
557	0.8364453665	0.3855699768
558	0.8364453665	0.3854920748
559	0.8364453665	0.3854158048
560	0.836791148	0.3852949713
561	0.836791148	0.3850873509
562	0.8371369295	0.3849804684
563	0.836791148	0.3847767944
564	0.836791148	0.3846843403
565	0.8371369295	0.3845481066
566	0.836791148	0.3844223977
567	0.836791148	0.384332682
568	0.8374827109	0.384222885
569	0.8374827109	0.3841070872
570	0.8374827109	0.3839537685
571	0.8374827109	0.3838537536
572	0.8374827109	0.3838115678
573	0.8378284924	0.3836855695
574	0.8378284924	0.3835103291
575	0.8381742739	0.3834364392
576	0.8381742739	0.3833030177
577	0.8378284924	0.3831225308
578	0.8378284924	0.3829836825
579	0.8378284924	0.3829231311
580	0.8378284924	0.3828278186
581	0.8381742739	0.3826848857
582	0.8378284924	0.3826505436
583	0.8381742739	0.3825457463
584	0.8385200553	0.3824243595
585	0.8385200553	0.3824055457
586	0.8385200553	0.3823185805
587	0.8385200553	0.3822067227
588	0.8385200553	0.3820680188
589	0.8385200553	0.3820071873
590	0.8388658368	0.3818825603
591	0.8388658368	0.3817786022
592	0.8392116183	0.3816083977
593	0.8392116183	0.3815449891
594	0.8392116183	0.3814337803
595	0.8392116183	0.3813533801
596	0.8395573997	0.381180483
597	0.8395573997	0.3810524243
598	0.8395573997	0.3809111747
599	0.8395573997	0.3807619782
600	0.8395573997	0.3806374175
601	0.8392116183	0.3804939218
602	0.8395573997	0.3804293838
603	0.8399031812	0.3803130567
604	0.8399031812	0.380126961
605	0.8402489627	0.3800015812
606	0.8399031812	0.3798494149
607	0.8399031812	0.3797530981
608	0.8399031812	0.3796249671
609	0.8399031812	0.3795602476
610	0.8402489627	0.379492793
611	0.8402489627	0.3793742387
612	0.8402489627	0.3792049835
613	0.8402489627	0.3790957559
614	0.8402489627	0.3789677349
615	0.8402489627	0.3788471279
616	0.8402489627	0.3787553678
617	0.8409405256	0.378552261
618	0.8409405256	0.3784876417
619	0.8409405256	0.3783435536
620	0.8409405256	0.3782780137
621	0.8409405256	0.3781383912
622	0.8409405256	0.3780093101
623	0.8409405256	0.3778943671
624	0.8409405256	0.3778058991
625	0.8412863071	0.3776360903
626	0.8416320885	0.3774791974
627	0.8416320885	0.3774199859
628	0.8412863071	0.3772261843
629	0.8412863071	0.3771109275
630	0.8412863071	0.3770263119
631	0.84197787	0.3768846678
632	0.84197787	0.3767397673
633	0.8426694329	0.3766012377
634	0.8423236515	0.3764856962
635	0.8423236515	0.3763202785
636	0.8426694329	0.3761985583
637	0.8426694329	0.3761334775
638	0.8426694329	0.3759704233
639	0.8426694329	0.3758620494
640	0.8430152144	0.3757331774
641	0.8430152144	0.3756421851
642	0.8426694329	0.3755687952
643	0.8426694329	0.3754543601
644	0.8426694329	0.3753211588
645	0.8430152144	0.3752118438
646	0.8430152144	0.3751162351
647	0.8430152144	0.3749606277
648	0.8430152144	0.3748420148
649	0.8433609959	0.3747148984
650	0.8440525588	0.3746309885
651	0.8437067773	0.3744771958
652	0.8437067773	0.3744075931
653	0.8433609959	0.3742825991
654	0.8433609959	0.3741203801
655	0.8433609959	0.3739981512
656	0.8430152144	0.3738557915
657	0.8433609959	0.3737371053
658	0.8437067773	0.3736082383
659	0.8440525588	0.3735457733
660	0.8443983402	0.3733788025
661	0.8443983402	0.373295493
662	0.8440525588	0.3730912215
663	0.8440525588	0.3728886438
664	0.8443983402	0.3727402005
665	0.8443983402	0.3725851159
666	0.8443983402	0.3724534882
667	0.8443983402	0.3723484535
668	0.8447441217	0.3722472944
669	0.8450899032	0.3721359264
670	0.8450899032	0.3720437196
671	0.8454356846	0.3718963767
672	0.8454356846	0.3718422567
673	0.8454356846	0.3717561907
674	0.8450899032	0.3716184082
675	0.8447441217	0.3714619491
676	0.8447441217	0.3714025749
677	0.8447441217	0.3712548486
678	0.8447441217	0.3711466615
679	0.8447441217	0.3710605241
680	0.8447441217	0.3709540977
681	0.8447441217	0.3708176721
682	0.8447441217	0.3707315615
683	0.8447441217	0.3706074623
684	0.8447441217	0.3705248818
685	0.8447441217	0.3703480056
686	0.8447441217	0.3702336893
687	0.8447441217	0.3701347013
688	0.8447441217	0.3699969422
689	0.8447441217	0.3699181007
690	0.8447441217	0.3697807919
691	0.8443983402	0.3696211078
692	0.8443983402	0.3694257274
693	0.8443983402	0.3693219633
694	0.8450899032	0.3691465419
695	0.8450899032	0.3690578629
696	0.8450899032	0.3688975093
697	0.8450899032	0.3688087795
698	0.8450899032	0.3687504233
699	0.8450899032	0.3686412018
700	0.8450899032	0.3685830871
701	0.8450899032	0.3684662618
702	0.8457814661	0.3683029318
703	0.8457814661	0.3682454882
704	0.8457814661	0.3680929808
705	0.846473029	0.367980925
706	0.8461272476	0.3678285317
707	0.8461272476	0.3677008014
708	0.8461272476	0.3675896246
709	0.8461272476	0.3674860349
710	0.8461272476	0.3673848288
711	0.8461272476	0.3673120401
712	0.8461272476	0.3672138183
713	0.8461272476	0.3670893935
714	0.8461272476	0.3668972116
715	0.846473029	0.3667724235
716	0.846473029	0.3666563203
717	0.846473029	0.3665251374
718	0.846473029	0.3664779049
719	0.8468188105	0.3663010178
720	0.8468188105	0.3662195682
721	0.8468188105	0.3660758758
722	0.8468188105	0.3659406528
723	0.8468188105	0.3658355214
724	0.8468188105	0.3657424212
725	0.8468188105	0.3656407916
726	0.8468188105	0.3655856378
727	0.847164592	0.3654346219
728	0.847164592	0.3653034429
729	0.847164592	0.3652283246
730	0.847164592	0.3651321397
731	0.847164592	0.3649551576
732	0.847164592	0.3648744986
733	0.847164592	0.3647936686
734	0.847164592	0.3647322825
735	0.847164592	0.3646503406
736	0.847164592	0.3645552126
737	0.847164592	0.3644800093
738	0.847164592	0.3643612544
739	0.847164592	0.3642525565
740	0.847164592	0.3641182321
741	0.847164592	0.364059559
742	0.847164592	0.3639632342
743	0.847164592	0.363868349
744	0.847164592	0.3637190042
745	0.8478561549	0.3636030783
746	0.8478561549	0.3635281182
747	0.8478561549	0.3633718396
748	0.8478561549	0.3633461875
749	0.8478561549	0.3631908076
750	0.8478561549	0.3630689704
751	0.8478561549	0.3629219394
752	0.8478561549	0.3628493909
753	0.8482019364	0.3627889081
754	0.8482019364	0.3627214073
755	0.8485477178	0.3626526966
756	0.8485477178	0.3624962963
757	0.8485477178	0.3623673984
758	0.8485477178	0.3622602865
759	0.8485477178	0.362151284
760	0.8485477178	0.3620718778
761	0.8485477178	0.3619217236
762	0.8485477178	0.3617843941
763	0.8485477178	0.3616262697
764	0.8485477178	0.3614933288
765	0.8485477178	0.3614235998
766	0.8485477178	0.3613208353
767	0.8485477178	0.3612535914
768	0.8485477178	0.3611107738
769	0.8485477178	0.3609965118
770	0.8485477178	0.3609250795
771	0.8485477178	0.3608424014
772	0.8485477178	0.3606911746
773	0.8485477178	0.3605709421
774	0.8485477178	0.3604693101
775	0.8485477178	0.3603537032
776	0.8485477178	0.3602957717
777	0.8485477178	0.3601164862
778	0.8485477178	0.3600201588
779	0.8492392808	0.3598571961
780	0.8492392808	0.3597128867
781	0.8492392808	0.3595406489
782	0.8492392808	0.3593983163
783	0.8495850622	0.3592705079
784	0.8495850622	0.3591687899
785	0.8499308437	0.359041076
786	0.8506224066	0.3589209385
787	0.8499308437	0.3587496326
788	0.8502766252	0.3585671327
789	0.8506224066	0.358429531
790	0.8502766252	0.3583275099
791	0.8506224066	0.3582146087
792	0.8509681881	0.3580886277
793	0.8513139696	0.3579861061
794	0.8513139696	0.3579037785
795	0.8513139696	0.3578216067
796	0.8513139696	0.3577605969
797	0.8513139696	0.3576822314
798	0.8513139696	0.3575305889
799	0.8513139696	0.357417023
800	0.8513139696	0.3573083916
801	0.8513139696	0.3571958647
802	0.8513139696	0.3570561421
803	0.8513139696	0.356961722
804	0.8513139696	0.3568903516
805	0.8513139696	0.3567972362
806	0.8513139696	0.3567251875
807	0.8513139696	0.3565569378
808	0.8513139696	0.3564171765
809	0.8513139696	0.3563156639
810	0.8513139696	0.3562105283
811	0.8513139696	0.3561527699
812	0.8513139696	0.3560747519
813	0.8520055325	0.3559615742
814	0.8520055325	0.355807762
815	0.8520055325	0.3557019483
816	0.8520055325	0.3556525651
817	0.8520055325	0.3555332563
818	0.8520055325	0.3554630474
819	0.852351314	0.3553167871
820	0.852351314	0.3552014852
821	0.852351314	0.3550575099
822	0.852351314	0.3549934388
823	0.852351314	0.3548794166
824	0.8520055325	0.3547742926
825	0.8526970954	0.3547003617
826	0.8526970954	0.3546046621
827	0.852351314	0.3544973747
828	0.852351314	0.3543927294
829	0.8526970954	0.3542445283
830	0.8526970954	0.354078701
831	0.8526970954	0.3539729733
832	0.8526970954	0.3538524273
833	0.8530428769	0.3537832056
834	0.8537344398	0.3536552594
835	0.8530428769	0.3535424732
836	0.8537344398	0.3534900862
837	0.8533886584	0.3534156063
838	0.8537344398	0.3533554473
839	0.8537344398	0.3533108506
840	0.8537344398	0.3531748061
841	0.8537344398	0.3530604583
842	0.8540802213	0.3529478401
843	0.8540802213	0.3528467526
844	0.8537344398	0.3527362307
845	0.8540802213	0.3526104394
846	0.8540802213	0.3525521905
847	0.8544260028	0.3524355221
848	0.8544260028	0.3523479904
849	0.8544260028	0.3522661626
850	0.8547717842	0.3521275436
851	0.8547717842	0.3520160535
852	0.8554633472	0.3518984533
853	0.8554633472	0.3517936046
854	0.8558091286	0.3516736208
855	0.8558091286	0.3515840896
856	0.8558091286	0.3515075962
857	0.8558091286	0.3513639944
858	0.8561549101	0.3512952639
859	0.8561549101	0.3511631357
860	0.8561549101	0.3510024963
861	0.8561549101	0.3508740133
862	0.8561549101	0.3507782152
863	0.8561549101	0.3505892951
864	0.8561549101	0.3504641652
865	0.8561549101	0.3503684372
866	0.8561549101	0.350249719
867	0.8561549101	0.3501541824
868	0.8561549101	0.350114819
869	0.8565006916	0.349992882
870	0.8561549101	0.3499326871
871	0.856846473	0.3498108812
872	0.856846473	0.3497202909
873	0.856846473	0.3496028701
874	0.8571922545	0.3494449979
875	0.8571922545	0.3493716306
876	0.8571922545	0.349275093
877	0.8571922545	0.3491801781
878	0.8571922545	0.3489893749
879	0.8571922545	0.3488457657
880	0.857538036	0.3487552185
881	0.857538036	0.3486466049
882	0.8578838174	0.3485086356
