iter	SMAPE	RMSE
138	6.085162856	5.421973031
139	6.083394558	5.416262342
140	6.078346339	5.408893064
141	6.072593697	5.399061161
142	6.07049317	5.393543018
143	6.05811771	5.382111198
144	6.053553508	5.372437438
145	6.04861437	5.367141863
146	6.045863467	5.361652973
147	6.041128606	5.355623194
148	6.038809286	5.351711378
149	6.035147107	5.345483312
150	6.028942127	5.334936867
151	6.023395792	5.325469688
152	6.019254087	5.318619491
153	6.015857534	5.312726588
154	6.010045927	5.306167308
155	6.001754422	5.295953637
156	5.998125171	5.29121201
157	5.996190862	5.286539585
158	5.986798373	5.2736764
159	5.98293715	5.266719556
160	5.979318593	5.26347152
161	5.974581073	5.254555954
162	5.969140448	5.249483858
163	5.957929233	5.235049093
164	5.948399307	5.225423717
165	5.9432324	5.214198949
166	5.938954193	5.208677539
167	5.934432581	5.201278251
168	5.929183016	5.195599962
169	5.923551337	5.187664865
170	5.917285508	5.178878348
171	5.910651845	5.171100257
172	5.90483464	5.164678411
173	5.901133114	5.154496655
174	5.893051637	5.145186292
175	5.889207437	5.137703684
176	5.883887336	5.129182692
177	5.876452854	5.122810651
178	5.872838977	5.111533677
179	5.871346487	5.107287349
180	5.868574954	5.101422146
181	5.861863169	5.091777509
182	5.851979833	5.080530239
183	5.84678336	5.074055951
184	5.843219961	5.067447495
185	5.839501485	5.061924049
186	5.835805821	5.057482637
187	5.827252779	5.05079086
188	5.823479236	5.043859444
189	5.819798365	5.037767987
190	5.814694656	5.030108749
191	5.807064471	5.018942749
192	5.799830775	5.011458576
193	5.793634874	5.002361454
194	5.788953052	4.995176576
195	5.785841004	4.988295681
196	5.781960535	4.983449401
197	5.779494381	4.978342487
198	5.77077746	4.968882862
199	5.764711412	4.9619099
200	5.760454879	4.954605513
201	5.758693749	4.949977661
202	5.755193301	4.942568789
203	5.754143697	4.935802608
204	5.750976599	4.928653371
205	5.746445143	4.922655748
206	5.742910989	4.916340284
207	5.737161772	4.907763171
208	5.731749435	4.900717224
209	5.725856836	4.89309306
210	5.720941921	4.886023543
211	5.718409913	4.879345264
212	5.715307929	4.873422591
213	5.710332085	4.866796807
214	5.70869972	4.86065886
215	5.701414094	4.853356802
216	5.69731881	4.847693042
217	5.689743274	4.839329769
218	5.680840571	4.829402566
219	5.67816927	4.82543213
220	5.67737474	4.822299929
221	5.672693793	4.815212272
222	5.670913207	4.810385825
223	5.662798298	4.800402665
224	5.656561547	4.792622208
225	5.653878616	4.785922041
226	5.649512514	4.779799517
227	5.642201216	4.770875573
228	5.637977259	4.764026245
229	5.62835256	4.753102849
230	5.621692277	4.745824868
231	5.61827715	4.741449481
232	5.613119495	4.733881879
233	5.609618064	4.728374133
234	5.60642245	4.722572987
235	5.600830203	4.714511501
236	5.598272133	4.709590509
237	5.590654	4.701525467
238	5.586580028	4.695489285
239	5.578292038	4.686753348
240	5.57466814	4.680173424
241	5.573029125	4.67407273
242	5.566112955	4.665605644
243	5.560508016	4.658504054
244	5.558628329	4.654095313
245	5.553392705	4.648292018
246	5.549925092	4.642556919
247	5.545452498	4.63760895
248	5.542528326	4.632834702
249	5.53860342	4.626385864
250	5.536468801	4.621968933
251	5.531072505	4.614885193
252	5.52661825	4.607722059
253	5.524228304	4.6043483
254	5.519580659	4.598439223
255	5.516253616	4.5930562
256	5.512129924	4.586917271
257	5.509515644	4.581350511
258	5.506788533	4.577026516
259	5.503994864	4.573337685
260	5.502321416	4.566681564
261	5.492001069	4.55616226
262	5.491583742	4.55070841
263	5.486161376	4.544172266
264	5.479573351	4.536471505
265	5.47826743	4.53204084
266	5.472098488	4.524767185
267	5.468103466	4.517495135
268	5.462500348	4.510055659
269	5.460762361	4.505473132
270	5.457373559	4.501408748
271	5.451341163	4.495185313
272	5.443630922	4.485769216
273	5.436063833	4.477990047
274	5.431439658	4.47190732
275	5.424557889	4.464906813
276	5.421616509	4.459462267
277	5.415801493	4.452193071
278	5.410366448	4.443696375
279	5.403026379	4.437052764
280	5.399429305	4.430606013
281	5.395475364	4.42573434
282	5.390155949	4.418033907
283	5.385778101	4.413323563
284	5.384473833	4.4104042
285	5.377739073	4.402624375
286	5.375600353	4.397946649
287	5.369157068	4.391413707
288	5.359053699	4.381805486
289	5.355805666	4.376334499
290	5.35126126	4.369531939
291	5.343908893	4.362297364
292	5.342387873	4.359147197
293	5.337036246	4.353520456
294	5.333573274	4.348543298
295	5.331427698	4.343833383
296	5.326960529	4.337888765
297	5.324025654	4.333916895
298	5.31919561	4.328300927
299	5.316618026	4.323963887
300	5.314266482	4.319258779
301	5.309280942	4.312326479
302	5.301480778	4.305698373
303	5.294640157	4.297577964
304	5.291287714	4.292701925
305	5.290407487	4.290368971
306	5.282347965	4.282653627
307	5.278480874	4.278475796
308	5.271299386	4.272310904
309	5.266643141	4.267646834
310	5.263922045	4.262545859
311	5.259591502	4.257697445
312	5.256764652	4.25280801
313	5.255214683	4.250550671
314	5.250806926	4.242484929
315	5.24533109	4.237209895
316	5.24342333	4.23380734
317	5.238782005	4.229140023
318	5.233501981	4.223633055
319	5.231350121	4.221196477
320	5.229338353	4.218393861
321	5.224757065	4.211937686
322	5.218242369	4.206205785
323	5.215492393	4.203228175
324	5.211172011	4.198407883
325	5.206258843	4.191193534
326	5.204804985	4.18844554
327	5.202919002	4.185566968
328	5.19869682	4.180941448
329	5.193045054	4.174001547
330	5.189309278	4.169711632
331	5.182747851	4.162976604
332	5.174547446	4.154887028
333	5.172907265	4.151856975
334	5.168206038	4.146364237
335	5.164860943	4.142285019
336	5.159071799	4.137251349
337	5.155933955	4.133374682
338	5.154041368	4.130575223
339	5.146203253	4.123273153
340	5.14385306	4.118716706
341	5.136702187	4.11104996
342	5.132155312	4.106460671
343	5.124544101	4.099974904
344	5.122246894	4.095206608
345	5.117335665	4.090351898
346	5.108203138	4.084006717
347	5.103611856	4.077333796
348	5.098408667	4.069947639
349	5.095105431	4.065588761
350	5.092271543	4.062165446
351	5.088195135	4.057574866
352	5.084631765	4.053901496
353	5.083240629	4.050449844
354	5.07812808	4.045498991
355	5.075134417	4.041576216
356	5.070347663	4.036580585
357	5.063289008	4.028786697
358	5.06060619	4.025164917
359	5.056942842	4.019777254
360	5.054347303	4.014489421
361	5.050049019	4.010022458
362	5.046777744	4.005187959
363	5.041131427	3.999191333
364	5.037600776	3.99269853
365	5.03461092	3.989121423
366	5.032012076	3.985206078
367	5.022527756	3.977732344
368	5.019017354	3.973823622
369	5.015840693	3.969530108
370	5.009041559	3.963943851
371	5.006604075	3.960633793
372	5.001316934	3.956469269
373	4.997212012	3.951844816
374	4.99244215	3.945499454
375	4.987902572	3.941463088
376	4.985048259	3.938101428
377	4.983346848	3.935320788
378	4.979865187	3.93097068
379	4.975953884	3.926986555
380	4.973695031	3.923359716
381	4.970717406	3.919309086
382	4.963357966	3.913155125
383	4.961367937	3.910232601
384	4.959361999	3.907365762
385	4.955648382	3.90190883
386	4.954202211	3.899771034
387	4.94533359	3.891639251
388	4.941223984	3.88611347
389	4.939552014	3.881527201
390	4.934749174	3.876192636
391	4.927911048	3.870186709
392	4.924390421	3.866915318
393	4.918905429	3.861970616
394	4.91588651	3.857327749
395	4.910307748	3.850818978
396	4.908205097	3.847800688
397	4.904212385	3.842785708
398	4.900030333	3.837089591
399	4.898360778	3.833162095
400	4.896103288	3.829641835
401	4.88895124	3.823211583
402	4.886507515	3.819016084
403	4.883158883	3.81389069
404	4.878467578	3.809179196
405	4.875176342	3.804577695
406	4.872263932	3.801272732
407	4.869961201	3.797120692
408	4.866990216	3.794016574
409	4.864070618	3.789597626
410	4.86108588	3.784665594
411	4.857245619	3.780230391
412	4.852880563	3.775621575
413	4.848653922	3.771534144
414	4.844658745	3.766178551
415	4.84341833	3.76376915
416	4.839727744	3.760249725
417	4.837818407	3.757310384
418	4.835855299	3.754762847
419	4.832344879	3.751011592
420	4.828528157	3.747278414
421	4.82376266	3.742467481
422	4.819306932	3.738275693
423	4.813563212	3.733365054
424	4.811009349	3.730556522
425	4.805669863	3.725304961
426	4.798863566	3.719077852
427	4.796313515	3.715606074
428	4.790904746	3.709842126
429	4.785947598	3.705445931
430	4.782172056	3.699324766
431	4.779449538	3.696032888
432	4.777275966	3.69205129
433	4.773084842	3.688309109
434	4.769768482	3.683768461
435	4.764894177	3.679617785
436	4.762057733	3.675762
437	4.757096592	3.672341524
438	4.751185059	3.666856615
439	4.746998383	3.661637735
440	4.742581968	3.657211588
441	4.740901258	3.654654566
442	4.736586414	3.651348234
443	4.733595198	3.646932947
444	4.72815021	3.642067668
445	4.726418285	3.639927609
446	4.723706916	3.636983652
447	4.721304865	3.634250381
448	4.713284612	3.62875649
449	4.708072443	3.623526582
450	4.706670075	3.621895563
451	4.703855024	3.618846341
452	4.699514828	3.612988739
453	4.697132721	3.609803214
454	4.696266906	3.606555202
455	4.69141696	3.60171596
456	4.686856487	3.597161159
457	4.684911914	3.594251427
458	4.680020439	3.588794271
459	4.675197896	3.584615432
460	4.67020407	3.580023034
461	4.667300464	3.575227309
462	4.663114233	3.570111406
463	4.659278033	3.566712661
464	4.655468973	3.561209417
465	4.652341696	3.557056252
466	4.647438096	3.553262454
467	4.645279537	3.549365768
468	4.643978845	3.547015986
469	4.641566782	3.544376034
470	4.636886524	3.539768233
471	4.634558755	3.537316998
472	4.631754167	3.534178034
473	4.628232169	3.530557854
474	4.624048443	3.525879073
475	4.620885527	3.522202269
476	4.620546297	3.52068896
477	4.616023814	3.517256721
478	4.614022384	3.514792714
479	4.610416683	3.511079193
480	4.607478245	3.507641921
481	4.603760363	3.503375314
482	4.601139062	3.499671684
483	4.597963403	3.49456534
484	4.594875831	3.490785688
485	4.591318514	3.48505214
486	4.584552029	3.479186251
487	4.581480351	3.475436026
488	4.575555442	3.469331753
489	4.572630518	3.465858329
490	4.569680899	3.461860775
491	4.565075125	3.45705735
492	4.560378896	3.451609186
493	4.558910812	3.449534657
494	4.555979781	3.446152691
495	4.55264801	3.442676153
496	4.54913098	3.438365484
497	4.545381103	3.433636386
498	4.542241596	3.430218985
499	4.539386076	3.426985127
500	4.53394686	3.421868209
501	4.532549124	3.419406461
502	4.530324169	3.416549484
503	4.526889375	3.412993342
504	4.523360485	3.409162144
505	4.520335	3.405678513
506	4.517520966	3.40111393
507	4.515353097	3.3978659
508	4.512718391	3.394831173
509	4.507657832	3.39034063
510	4.505301583	3.387768941
511	4.49804555	3.38196873
512	4.494145374	3.378088888
513	4.492066885	3.374882682
514	4.490716921	3.373030349
515	4.487481763	3.369343928
516	4.483879798	3.366243271
517	4.482410928	3.363431986
518	4.478805442	3.359367804
519	4.476149489	3.356366564
520	4.474134953	3.353819076
521	4.471255011	3.349696372
522	4.46829113	3.346531443
523	4.464888437	3.342743262
524	4.459809822	3.336912515
525	4.455008777	3.331332199
526	4.45062274	3.327184607
527	4.448112756	3.324810385
528	4.445042447	3.321526239
529	4.439041452	3.317222776
530	4.436633756	3.314512048
531	4.432113879	3.309934411
532	4.426051146	3.305158898
533	4.422811665	3.301512267
534	4.419021254	3.297469669
535	4.416589399	3.293823298
536	4.412749659	3.288688444
537	4.40713778	3.28442386
538	4.402872589	3.279822397
539	4.399778222	3.27672357
540	4.397808291	3.273951633
541	4.394410532	3.269764824
542	4.391162687	3.26673511
543	4.388839701	3.263833609
544	4.385331989	3.260782427
545	4.381193361	3.256493327
546	4.380076014	3.255161028
547	4.376807368	3.251848796
548	4.372402407	3.248027094
549	4.370923242	3.246342842
550	4.369369419	3.244237653
551	4.367456141	3.24174955
552	4.365697657	3.239298652
553	4.363318114	3.235494481
554	4.361308449	3.233097957
555	4.357141297	3.228477053
556	4.354385286	3.225199838
557	4.35156685	3.222066694
558	4.348011001	3.218950844
559	4.346553094	3.21686748
560	4.3434445	3.21295904
561	4.341197202	3.210445214
562	4.339301415	3.207358676
563	4.336934236	3.204667249
564	4.332208195	3.200279409
565	4.329436028	3.196736367
566	4.326577717	3.192663977
567	4.323451478	3.189392926
568	4.31930665	3.186163886
569	4.315907597	3.18221858
570	4.312071466	3.179046937
571	4.309931853	3.176810728
572	4.305188538	3.172963902
573	4.303380177	3.170543795
574	4.298017766	3.165781506
575	4.296696811	3.163230917
576	4.294170952	3.160478488
577	4.288798936	3.155636809
578	4.286533893	3.152722438
579	4.283158103	3.149140606
580	4.279957501	3.145332912
581	4.277808871	3.143121557
582	4.275766551	3.139987912
583	4.271271616	3.135736306
584	4.269936077	3.13379903
585	4.26575784	3.129297071
586	4.260729261	3.123710421
587	4.257154313	3.120084086
588	4.254017249	3.115772649
589	4.2506358	3.112910447
590	4.248760811	3.109658155
591	4.246573069	3.107439924
592	4.242873342	3.103196986
593	4.240870596	3.100995119
594	4.239385454	3.098504769
595	4.234803103	3.09443035
596	4.233920181	3.092688706
597	4.232257784	3.089763058
598	4.229719199	3.087129491
599	4.226911905	3.084159597
600	4.224050881	3.081033273
601	4.220931388	3.078680939
602	4.218166329	3.075206574
603	4.215756352	3.07282321
604	4.212515606	3.070145528
605	4.209440104	3.066726737
606	4.207869144	3.064814525
607	4.205028642	3.060910787
608	4.203215742	3.058047491
609	4.20043338	3.055770146
610	4.199601305	3.054305156
611	4.198625523	3.052974517
612	4.197064365	3.051191217
613	4.193834568	3.04758901
614	4.191237544	3.044272203
615	4.189581547	3.042383451
616	4.185810455	3.038536526
617	4.183111873	3.03581182
618	4.180712092	3.033608736
619	4.178172842	3.030771161
620	4.174812097	3.027511584
621	4.171514447	3.024519893
622	4.170011437	3.020709147
623	4.168054192	3.017815519
624	4.165822542	3.015351396
625	4.164916271	3.014100432
626	4.163004142	3.011844706
627	4.160738799	3.009038052
628	4.156682428	3.005464936
629	4.153639254	3.001046011
630	4.152265348	2.998885147
631	4.149954815	2.996216662
632	4.145910021	2.9930824
633	4.142063425	2.990097594
634	4.137497588	2.986447959
635	4.135853786	2.984024124
636	4.131861583	2.980918787
637	4.129963936	2.979126929
638	4.127934507	2.976698651
639	4.127346537	2.975853041
640	4.125835052	2.973719735
641	4.121021405	2.969634934
642	4.118351251	2.966998341
643	4.114164766	2.963101819
644	4.113657977	2.961837237
645	4.111622605	2.960073486
646	4.10765974	2.956417647
647	4.105749595	2.953974215
648	4.102620096	2.951126099
649	4.099258158	2.948560473
650	4.092505449	2.943048359
651	4.090795727	2.940377424
652	4.089582143	2.93889024
653	4.08814096	2.936988624
654	4.084856797	2.933880365
655	4.083820033	2.932641094
656	4.081753474	2.929411335
657	4.078592273	2.926127406
658	4.076369755	2.923459094
659	4.073310481	2.920899474
660	4.068704879	2.917248956
661	4.067128652	2.915276289
662	4.063042032	2.911407209
663	4.060955184	2.908626965
664	4.058126284	2.905936308
665	4.056105472	2.9040508
666	4.053733055	2.901603586
667	4.051441778	2.898952077
668	4.05041785	2.897500908
669	4.049902416	2.89626427
670	4.047936215	2.893790994
671	4.045133574	2.890773046
672	4.042878303	2.888122157
673	4.040652599	2.885041008
674	4.036750363	2.881508976
675	4.034878917	2.878800971
676	4.03181261	2.875560478
677	4.029534292	2.873225982
678	4.026524814	2.870216663
679	4.025025637	2.867914919
680	4.024005028	2.86612952
681	4.021200836	2.863326653
682	4.02020931	2.861614881
683	4.017589203	2.85871314
684	4.014217133	2.855601602
685	4.01258562	2.853284199
686	4.009200063	2.850282304
687	4.006146359	2.847660606
688	4.003598234	2.844958621
689	4.002536586	2.843399915
690	4.000358541	2.841077015
691	3.996569796	2.837900127
692	3.993005401	2.835106665
693	3.988271965	2.831171953
694	3.985180526	2.82831619
695	3.98341791	2.826010336
696	3.981551964	2.823601274
697	3.977424622	2.819654082
698	3.974341477	2.816436167
699	3.971224416	2.812386531
700	3.966726675	2.808594835
701	3.963303707	2.805213367
702	3.960411542	2.80162163
703	3.956050195	2.797196969
704	3.952376484	2.793559336
705	3.950744304	2.791653778
706	3.94844069	2.789406362
707	3.943343236	2.785400107
708	3.940076912	2.783002013
709	3.939235322	2.781568442
710	3.936681645	2.777903812
711	3.934073807	2.775940864
712	3.93109361	2.773506492
713	3.928176147	2.770343593
714	3.926727627	2.768847666
715	3.924664652	2.766996109
716	3.921712674	2.763731961
717	3.91861011	2.761371762
718	3.916568196	2.758572035
719	3.914414723	2.755833513
720	3.912511779	2.753115002
721	3.908142773	2.74904323
722	3.905277539	2.745842641
723	3.90040395	2.741969775
724	3.89921528	2.740633505
725	3.89477426	2.736550272
726	3.892744599	2.73410395
727	3.888849969	2.730079967
728	3.886432694	2.727625587
729	3.885127945	2.726550335
730	3.882263163	2.723733048
731	3.880802711	2.722300502
732	3.878958117	2.719886603
733	3.875305773	2.716585974
734	3.873748458	2.715033969
735	3.871993135	2.712812124
736	3.868169997	2.709165559
737	3.864111762	2.705619881
738	3.862313438	2.703590619
739	3.860063154	2.701076741
740	3.858481391	2.699014341
741	3.855042717	2.69605851
742	3.851496175	2.692406737
743	3.848672496	2.689379497
744	3.847594895	2.688219585
745	3.844393496	2.68596866
746	3.842392351	2.68392403
747	3.839568549	2.680653402
748	3.836972862	2.677728694
749	3.835193959	2.675317163
750	3.833444388	2.673860098
751	3.832478802	2.672383621
752	3.828927915	2.669149071
753	3.826480046	2.666646862
754	3.823067324	2.663623474
755	3.821905262	2.661520298
756	3.820583061	2.659278634
757	3.816568551	2.654946666
758	3.812831635	2.65127712
759	3.811774723	2.650071361
760	3.807973303	2.646918874
761	3.803894114	2.642880875
762	3.80208248	2.640519033
763	3.799606621	2.637584272
764	3.796800886	2.634325776
765	3.795253419	2.632284498
766	3.794114329	2.631246864
767	3.792998582	2.629930386
768	3.790343924	2.626528559
769	3.787630698	2.623707284
770	3.786246226	2.622106987
771	3.782984757	2.618592237
772	3.781191742	2.616823964
773	3.779745721	2.614525578
774	3.7761841	2.611447754
775	3.773878059	2.609108016
776	3.769708358	2.605152647
777	3.767182343	2.603172257
778	3.764209246	2.600594556
779	3.762617154	2.598801136
780	3.760983533	2.596921217
781	3.758231739	2.594561933
782	3.756695721	2.593030853
783	3.754469709	2.591552051
784	3.750247677	2.588168536
785	3.74853766	2.585871065
786	3.74661997	2.583667291
787	3.744175382	2.581103718
788	3.741657696	2.579225199
789	3.740103707	2.577367828
790	3.736193875	2.574332726
791	3.733186555	2.569916424
792	3.729559954	2.56703985
793	3.726602864	2.564024432
794	3.724674534	2.561828707
795	3.722050399	2.55878169
796	3.720166106	2.556196609
797	3.716938854	2.553501241
798	3.71295729	2.550301172
799	3.710180143	2.548060677
800	3.708914874	2.546176229
801	3.705322829	2.541953409
802	3.702408677	2.539700381
803	3.701243198	2.538534956
804	3.697636724	2.534642465
805	3.695809204	2.532451761
806	3.694813565	2.529964663
807	3.693435183	2.528379555
808	3.69102875	2.525904843
809	3.687829723	2.523372531
810	3.685293263	2.520414241
811	3.682439791	2.517727497
812	3.681297511	2.515835375
813	3.67982564	2.514183999
814	3.676632914	2.511570433
815	3.673305446	2.508944329
816	3.67126847	2.50731134
817	3.668350824	2.504246285
818	3.666962815	2.502842947
819	3.665075926	2.500661021
820	3.664486591	2.499886291
821	3.664247944	2.499192356
822	3.662493597	2.497217947
823	3.661506934	2.496150979
824	3.660220989	2.494454879
825	3.658191452	2.49213751
826	3.65617668	2.489868015
827	3.654379392	2.487204219
828	3.649436712	2.48336537
829	3.647949905	2.480877382
830	3.646423909	2.478498061
831	3.645979577	2.477813503
832	3.644056552	2.475962021
833	3.643466868	2.47482911
834	3.641651153	2.472261056
835	3.636960628	2.468032485
836	3.635332992	2.466584704
837	3.633085547	2.464376059
838	3.630320705	2.462192033
839	3.628412321	2.460767725
840	3.625488803	2.458216522
841	3.622199004	2.455769625
842	3.620760279	2.454056346
843	3.619059933	2.45290715
844	3.616513849	2.450337246
845	3.613330886	2.447156484
846	3.610785826	2.444266432
847	3.608375621	2.44170032
848	3.606142919	2.439208106
849	3.603097278	2.436102218
850	3.600634207	2.433444734
851	3.598151098	2.430816957
852	3.594570891	2.427490914
853	3.592797837	2.42598621
854	3.58953605	2.42338452
855	3.588318147	2.420765389
856	3.585898242	2.418155634
857	3.58405496	2.4160603
858	3.583105594	2.41511364
859	3.58118591	2.412704326
860	3.578248848	2.410283835
861	3.577026804	2.408702747
862	3.575684654	2.407280012
863	3.57238009	2.404345571
864	3.569343059	2.400425153
865	3.567465391	2.398542664
866	3.566173336	2.397526307
867	3.563352137	2.394607103
868	3.560549605	2.3920261
869	3.557886861	2.389592828
870	3.555067668	2.387383832
871	3.553058667	2.384773665
872	3.550533855	2.382751814
873	3.546898244	2.379448016
874	3.54544368	2.377625667
875	3.542037443	2.374854463
876	3.53939265	2.372428123
877	3.536972049	2.369857198
878	3.535421383	2.368424809
879	3.532728067	2.366292849
880	3.530297702	2.364082695
881	3.527052395	2.361421438
882	3.525191184	2.359286259
883	3.522496413	2.356681471
884	3.52007377	2.354489066
885	3.518143736	2.352415409
886	3.516170309	2.350378806
887	3.514489832	2.348356275
888	3.511511414	2.345866466
889	3.509515157	2.344051544
890	3.507569413	2.342488053
891	3.507252656	2.342104788
892	3.504184186	2.339433813
893	3.501546104	2.337304044
894	3.498862398	2.334380412
895	3.49674677	2.331937383
896	3.494759759	2.329912289
897	3.491894318	2.327486574
898	3.490584674	2.325483489
899	3.488757351	2.323955208
900	3.485119243	2.321034863
901	3.484257193	2.319891399
902	3.482660024	2.318223374
903	3.481052848	2.316842268
904	3.478433784	2.314685033
905	3.476074008	2.31255533
906	3.472996864	2.309393941
907	3.469914447	2.30685942
908	3.468349678	2.304907692
909	3.466483313	2.302995076
910	3.464752686	2.301593779
911	3.462275266	2.298717361
912	3.460603575	2.297059963
913	3.458734927	2.295190851
914	3.456065952	2.29265417
915	3.454210965	2.290319067
916	3.452344088	2.288527774
917	3.449844432	2.286411113
918	3.448123356	2.285086528
919	3.445848344	2.28307565
920	3.443486484	2.281197582
921	3.440389796	2.279026343
922	3.438258503	2.277031054
923	3.435719368	2.275066592
924	3.434215889	2.273788649
925	3.431110912	2.271120552
926	3.428633337	2.269110641
927	3.426779486	2.267192661
928	3.423017945	2.263811401
929	3.420753783	2.261671098
930	3.418970682	2.259581762
931	3.416893335	2.256991966
932	3.414456106	2.254896375
933	3.411808906	2.252384391
934	3.410692634	2.25155965
935	3.407635211	2.249184228
936	3.405938159	2.247932536
937	3.403947053	2.245775604
938	3.401567353	2.24377975
939	3.398980808	2.241267112
940	3.396599011	2.239209558
941	3.395461098	2.237739785
942	3.393966935	2.236399594
943	3.392432488	2.234916648
944	3.390735961	2.232984326
945	3.388995217	2.231405323
946	3.386917578	2.229151715
947	3.38548894	2.22683026
948	3.382971024	2.225003944
949	3.381348566	2.223223987
950	3.378528008	2.220593407
951	3.376119742	2.218629757
952	3.374480668	2.216629501
953	3.372931428	2.214833206
954	3.3716307	2.212838841
955	3.369431515	2.210487343
956	3.367020227	2.208151042
957	3.365215497	2.206529682
958	3.363980854	2.205044049
959	3.360986695	2.202371061
960	3.359326609	2.20057133
961	3.356841009	2.198147475
962	3.354752894	2.196405637
963	3.352917883	2.194578327
964	3.351155069	2.192830826
965	3.349361092	2.191421075
966	3.347807072	2.189785251
967	3.344883268	2.18741513
968	3.343219845	2.185774611
969	3.340501003	2.18350156
970	3.338552921	2.18181609
971	3.336180265	2.179980365
972	3.335167778	2.178941135
973	3.33451559	2.177915358
974	3.333035292	2.176358239
975	3.331571334	2.174978329
976	3.330345668	2.173979294
977	3.328315759	2.172209549
978	3.325756402	2.169797877
979	3.324034563	2.16847396
980	3.320949468	2.165952612
981	3.317822556	2.163404705
982	3.316338489	2.162188871
983	3.314670235	2.160376503
984	3.312593604	2.15847297
985	3.311216167	2.156935673
986	3.309143897	2.155034586
987	3.307235102	2.153255762
988	3.305641499	2.151582342
989	3.304002283	2.15008681
990	3.302750039	2.148232357
991	3.300736019	2.145970237
992	3.299377909	2.144754232
993	3.29826428	2.143548942
994	3.296439157	2.141833035
995	3.295234456	2.14085486
996	3.293311751	2.137936175
997	3.291535822	2.135998347
