iter	RMSE
254	1574.9544
255	1574.399144
256	1573.838993
257	1573.448609
258	1573.195422
259	1572.809151
260	1572.499319
261	1571.923749
262	1571.458055
263	1571.114785
264	1570.709751
265	1570.305881
266	1569.867821
267	1569.682437
268	1569.28622
269	1568.808023
270	1568.140899
271	1567.976522
272	1567.564051
273	1567.135307
274	1566.62064
275	1566.160083
276	1565.81156
277	1565.533799
278	1565.255265
279	1564.777734
280	1564.286788
281	1563.791575
282	1563.216021
283	1563.011842
284	1562.589583
285	1562.367309
286	1562.038454
287	1561.417734
288	1560.94517
289	1560.646102
290	1560.485017
291	1560.130853
292	1559.603644
293	1559.36756
294	1558.835771
295	1558.568149
296	1558.143005
297	1557.953949
298	1557.837517
299	1557.606792
300	1557.315317
301	1556.982806
302	1556.471075
303	1556.243667
304	1556.163699
305	1556.083652
306	1555.648926
307	1555.243193
308	1554.904976
309	1554.539484
310	1554.386245
311	1553.990039
312	1553.865622
313	1553.575556
314	1553.403427
315	1553.172403
316	1552.803894
317	1552.435445
318	1551.94464
319	1551.678328
320	1551.409478
321	1551.00646
322	1550.937377
323	1550.759635
324	1550.528529
325	1550.116004
326	1549.836672
327	1549.658293
328	1549.255824
329	1548.914073
330	1548.391854
331	1548.197041
332	1547.852478
333	1547.582453
334	1547.552978
335	1547.489116
336	1547.215018
337	1547.070553
338	1546.668258
339	1546.542203
340	1546.349375
341	1546.031228
342	1545.764273
343	1545.482493
344	1545.168048
345	1545.033
346	1544.671898
347	1544.308016
348	1544.064931
349	1543.468748
350	1543.090057
351	1542.791922
352	1542.662424
353	1542.409858
354	1542.192159
355	1542.190995
356	1541.784962
357	1541.763289
358	1541.288515
359	1541.263828
360	1540.98848
361	1540.777813
362	1540.639365
363	1540.559952
364	1540.330737
365	1539.91757
366	1539.60548
367	1539.304283
368	1539.149485
369	1538.798027
370	1538.592655
371	1538.57572
372	1538.355967
373	1538.090494
374	1537.887331
375	1537.689792
376	1537.322776
377	1537.239308
378	1537.081785
379	1536.943651
380	1536.685916
381	1536.517059
382	1536.099419
383	1535.828021
384	1535.796995
385	1535.570137
386	1535.398248
387	1535.193509
388	1534.699794
389	1534.388679
390	1534.216982
391	1534.188627
392	1533.868041
393	1533.84828
394	1533.66706
395	1533.364626
396	1533.151431
397	1532.822597
398	1532.431437
399	1532.123847
400	1531.941853
401	1531.764378
402	1531.500245
403	1531.312343
404	1530.892311
405	1530.693706
406	1530.482667
407	1530.481201
408	1530.318514
409	1530.116365
410	1529.884294
411	1529.793527
412	1529.691702
413	1529.540906
414	1529.239918
415	1528.875066
416	1528.860238
417	1528.651599
418	1528.438641
419	1528.271952
420	1527.990522
421	1527.660878
422	1527.511649
423	1527.42611
424	1527.27063
425	1527.018858
426	1526.824616
427	1526.75708
428	1526.430023
429	1526.069771
430	1526.068272
431	1525.910634
432	1525.648955
433	1525.53324
434	1525.379303
435	1525.197519
436	1525.06419
437	1524.878659
438	1524.597093
439	1524.427195
440	1524.397283
441	1524.107261
442	1523.911684
443	1523.387255
444	1523.22702
445	1523.190646
446	1522.984764
447	1522.738689
448	1522.488786
449	1522.397784
450	1522.31265
451	1522.231659
452	1522.094104
453	1521.772576
454	1521.771181
455	1521.252548
456	1521.065704
457	1520.855512
458	1520.600154
459	1520.499378
460	1520.364975
461	1520.179387
462	1519.872191
463	1519.713698
464	1519.517702
465	1519.349832
466	1519.134989
467	1518.873435
468	1518.6954
469	1518.28844
470	1518.205439
471	1517.982258
472	1517.823419
473	1517.633576
474	1517.613205
475	1517.474709
476	1517.394845
477	1517.280048
478	1517.200088
479	1517.18339
480	1517.020728
481	1516.800078
482	1516.57297
483	1516.392674
484	1516.130623
485	1515.938638
486	1515.871498
487	1515.687666
488	1515.412498
489	1515.368497
490	1515.241239
491	1514.971342
492	1514.671031
493	1514.504311
494	1514.17563
495	1514.081046
496	1513.817532
497	1513.767031
498	1513.532143
499	1513.245098
500	1513.121841
501	1512.908121
502	1512.686912
503	1512.454746
504	1512.236193
505	1511.935649
506	1511.685934
507	1511.545104
508	1511.264842
509	1511.108764
510	1510.936084
511	1510.699453
512	1510.468713
513	1510.055702
514	1509.828191
515	1509.645032
516	1509.578887
517	1509.243491
518	1508.943199
519	1508.723863
520	1508.510605
521	1508.341794
522	1508.220357
523	1508.04144
524	1507.799639
525	1507.588635
526	1507.45827
527	1507.291206
528	1506.936538
529	1506.79412
530	1506.60506
531	1506.440249
532	1506.208471
533	1506.172154
534	1505.822973
535	1505.702146
536	1505.527744
537	1505.299535
538	1505.070316
539	1504.905819
540	1504.658814
541	1504.441646
542	1504.2226
543	1504.087979
544	1503.91559
545	1503.609442
546	1503.411615
547	1503.324268
548	1502.981955
549	1502.689455
550	1502.524214
551	1502.30077
552	1502.101501
553	1501.944263
554	1501.867511
555	1501.741344
556	1501.486532
557	1501.315699
558	1501.137564
559	1501.020788
560	1500.863894
561	1500.669829
562	1500.473581
563	1500.324451
564	1500.205811
565	1500.088898
566	1500.017797
567	1499.89057
568	1499.756598
569	1499.721679
570	1499.464856
571	1499.326186
572	1499.227283
573	1499.063998
574	1499.023412
575	1498.977305
576	1498.632896
577	1498.54166
578	1498.487741
579	1498.409501
580	1498.272412
581	1498.026914
582	1497.780412
583	1497.629773
584	1497.552918
585	1497.474124
586	1497.421726
587	1497.149484
588	1496.958533
589	1496.665328
590	1496.551951
591	1496.405279
592	1496.198976
593	1495.927382
594	1495.694457
595	1495.572443
596	1495.409174
597	1495.344112
598	1495.173169
599	1495.090492
600	1494.907687
601	1494.7918
602	1494.714809
603	1494.575559
604	1494.47472
605	1494.28303
606	1494.116102
607	1493.974655
608	1493.854664
609	1493.713002
610	1493.698567
611	1493.523122
612	1493.379127
613	1493.12086
614	1492.989477
615	1492.858531
616	1492.626083
617	1492.431638
618	1492.28111
619	1492.21708
620	1491.861251
621	1491.673716
622	1491.582647
623	1491.444164
624	1491.346518
625	1491.247876
626	1491.083716
627	1491.002427
628	1490.888292
629	1490.79014
630	1490.747508
631	1490.645571
632	1490.444467
633	1490.266042
634	1490.196438
635	1490.018643
636	1489.934742
637	1489.849356
638	1489.779892
639	1489.760613
640	1489.539429
641	1489.313655
642	1489.188843
643	1489.094618
644	1489.019728
645	1488.975983
646	1488.945669
647	1488.828366
648	1488.693879
649	1488.555955
650	1488.351775
651	1488.197595
652	1488.056605
653	1488.019484
654	1487.944839
655	1487.796748
656	1487.66577
657	1487.604964
658	1487.390049
659	1487.301439
660	1487.226418
661	1487.149052
662	1486.999538
663	1486.858237
664	1486.789955
665	1486.534842
666	1486.427412
667	1486.322272
668	1486.282985
669	1486.20151
670	1486.043429
671	1485.959605
672	1485.866333
673	1485.671455
674	1485.480557
675	1485.416998
676	1485.395388
677	1485.121239
678	1485.04041
679	1484.966288
680	1484.922818
681	1484.883512
682	1484.658198
683	1484.522506
684	1484.471392
685	1484.318517
686	1484.179351
687	1484.119505
688	1484.070611
689	1483.883005
690	1483.859532
691	1483.775374
692	1483.662047
693	1483.577645
694	1483.371242
695	1483.298606
696	1483.084711
697	1482.774486
698	1482.566507
699	1482.503477
700	1482.435319
701	1482.385586
702	1482.36886
703	1482.224596
704	1482.081518
705	1482.025339
706	1481.871096
707	1481.762384
708	1481.655808
709	1481.512918
710	1481.297086
711	1481.096174
712	1480.959172
713	1480.863951
714	1480.783333
715	1480.610596
716	1480.560926
717	1480.508155
718	1480.392596
719	1480.278706
720	1480.21308
721	1480.108192
722	1479.987145
723	1479.933933
724	1479.9105
725	1479.655678
726	1479.605808
727	1479.476009
728	1479.386643
729	1479.227111
730	1479.083197
731	1478.978035
732	1478.834429
733	1478.696082
734	1478.506754
735	1478.478997
736	1478.333775
737	1478.281676
738	1478.217589
739	1478.198473
740	1478.144158
741	1478.075733
742	1478.024772
743	1477.932701
744	1477.866904
745	1477.723026
746	1477.552317
747	1477.401954
748	1477.314878
749	1477.267183
750	1477.193505
751	1477.117262
752	1476.955691
753	1476.875702
754	1476.721631
755	1476.649687
756	1476.458927
757	1476.371624
758	1476.18584
759	1476.101489
760	1475.889803
761	1475.771298
762	1475.631998
763	1475.525575
764	1475.397843
765	1475.230228
766	1475.16179
767	1475.033591
768	1474.941941
769	1474.764908
770	1474.604595
771	1474.545636
772	1474.434109
773	1474.277919
774	1474.083183
775	1473.962382
776	1473.882372
777	1473.850541
778	1473.698199
779	1473.500682
780	1473.400832
781	1473.288439
782	1473.124058
783	1472.969073
784	1472.804951
785	1472.737898
786	1472.547564
787	1472.407137
788	1472.22972
789	1472.081593
790	1471.90334
791	1471.680502
792	1471.467068
793	1471.354988
794	1471.24788
795	1471.024305
796	1470.656634
797	1470.417111
798	1470.210402
799	1470.070393
800	1469.85966
801	1469.805342
802	1469.725697
803	1469.616212
804	1469.516863
805	1469.395519
806	1469.341925
807	1469.278659
808	1469.194787
809	1469.02874
810	1468.786142
811	1468.628511
812	1468.562921
813	1468.286216
814	1468.116052
815	1467.896732
816	1467.862695
817	1467.70567
818	1467.518504
819	1467.11291
820	1467.107031
821	1467.009089
822	1466.973157
823	1466.919608
824	1466.696263
825	1466.543323
826	1466.490917
827	1466.240646
828	1466.134515
829	1466.11251
830	1466.03593
831	1465.848097
832	1465.78255
833	1465.444819
834	1465.319078
835	1465.208892
836	1465.147754
837	1465.00154
838	1464.800424
839	1464.788958
840	1464.774379
841	1464.67149
842	1464.537722
843	1464.482971
844	1464.360803
845	1464.268427
846	1464.15532
847	1464.008818
848	1463.944065
849	1463.774287
850	1463.675188
851	1463.540246
852	1463.466096
853	1463.421005
854	1463.378403
855	1463.199723
856	1463.106264
857	1462.988571
858	1462.9358
859	1462.880005
860	1462.766573
861	1462.7325
862	1462.694043
863	1462.634851
864	1462.516234
865	1462.334887
866	1462.219678
867	1462.135486
868	1462.085538
869	1461.985069
870	1461.818866
871	1461.739583
872	1461.442836
873	1461.270076
874	1461.165077
875	1461.115012
876	1460.815779
877	1460.700745
878	1460.682887
879	1460.587169
880	1460.390061
881	1460.290379
882	1460.198893
883	1460.123763
884	1459.988891
885	1459.943007
886	1459.93389
887	1459.920654
888	1459.837034
889	1459.55709
890	1459.424209
891	1459.405065
892	1459.323424
893	1459.215273
894	1459.165376
895	1458.985128
896	1458.819457
897	1458.717777
898	1458.646223
899	1458.512801
900	1458.290569
901	1458.159964
902	1458.060823
903	1458.048854
904	1458.009622
905	1457.880786
906	1457.800088
907	1457.746489
908	1457.608329
909	1457.562467
910	1457.55373
911	1457.480296
912	1457.391127
913	1457.163179
914	1457.108
915	1457.095164
916	1457.079647
917	1456.972271
918	1456.917158
919	1456.868391
920	1456.8182
921	1456.758615
922	1456.72523
923	1456.608171
924	1456.454721
925	1456.248238
926	1456.20309
927	1456.093963
928	1456.037832
929	1455.947018
930	1455.79214
931	1455.695637
932	1455.66716
933	1455.580116
934	1455.383171
935	1455.371903
936	1455.243118
937	1455.188573
938	1455.124558
939	1455.077542
940	1455.032061
941	1454.92058
942	1454.894273
943	1454.772141
944	1454.759901
945	1454.677811
946	1454.664025
947	1454.563456
948	1454.487956
949	1454.331213
950	1454.188254
951	1453.922451
952	1453.831404
953	1453.757463
954	1453.710913
955	1453.559929
956	1453.547689
957	1453.338573
958	1453.26654
959	1453.192806
960	1453.120715
961	1453.045185
962	1453.035232
963	1452.843032
964	1452.71551
965	1452.692126
966	1452.534738
967	1452.44396
968	1452.413663
969	1452.355054
970	1452.17245
971	1451.955501
972	1451.793824
973	1451.77397
974	1451.721048
975	1451.520439
976	1451.401897
977	1451.299854
978	1451.17143
979	1451.042752
980	1450.77066
981	1450.705972
982	1450.608675
983	1450.586914
984	1450.463298
985	1450.309976
986	1450.24094
987	1450.201687
988	1450.106549
989	1450.098481
990	1449.985736
991	1449.839924
992	1449.691955
993	1449.558103
994	1449.537302
995	1449.508443
996	1449.363129
997	1449.31695
998	1449.241151
999	1449.156512
